budget_id,user_id,month,category,allocated_amount
bdg_user_0003_202510_pendidikan,user_0003,2025-10,pendidikan,550000
bdg_user_0003_202510_kos_sewa,user_0003,2025-10,kos_sewa,960000
bdg_user_0003_202510_lainnya,user_0003,2025-10,lainnya,340000
bdg_user_0003_202511_makanan,user_0003,2025-11,makanan,1740000
bdg_user_0003_202511_transportasi,user_0003,2025-11,transportasi,725000
bdg_user_0003_202511_belanja,user_0003,2025-11,belanja,945000
bdg_user_0003_202511_tagihan,user_0003,2025-11,tagihan,945000
bdg_user_0003_202511_hiburan,user_0003,2025-11,hiburan,580000
bdg_user_0003_202511_kesehatan,user_0003,2025-11,kesehatan,365000
bdg_user_0003_202511_pendidikan,user_0003,2025-11,pendidikan,580000
bdg_user_0003_202511_kos_sewa,user_0003,2025-11,kos_sewa,1015000
bdg_user_0003_202511_lainnya,user_0003,2025-11,lainnya,365000
bdg_user_0003_202512_makanan,user_0003,2025-12,makanan,2175000
bdg_user_0003_202512_transportasi,user_0003,2025-12,transportasi,905000
bdg_user_0003_202512_belanja,user_0003,2025-12,belanja,1180000
bdg_user_0003_202512_tagihan,user_0003,2025-12,tagihan,1180000
bdg_user_0003_202512_hiburan,user_0003,2025-12,hiburan,725000
bdg_user_0003_202512_kesehatan,user_0003,2025-12,kesehatan,455000
bdg_user_0003_202512_pendidikan,user_0003,2025-12,pendidikan,725000
bdg_user_0003_202512_kos_sewa,user_0003,2025-12,kos_sewa,1270000
bdg_user_0003_202512_lainnya,user_0003,2025-12,lainnya,455000
bdg_user_0003_202601_makanan,user_0003,2026-01,makanan,2195000
bdg_user_0003_202601_transportasi,user_0003,2026-01,transportasi,915000
bdg_user_0003_202601_belanja,user_0003,2026-01,belanja,1190000
bdg_user_0003_202601_tagihan,user_0003,2026-01,tagihan,1190000
bdg_user_0003_202601_hiburan,user_0003,2026-01,hiburan,730000
bdg_user_0003_202601_kesehatan,user_0003,2026-01,kesehatan,455000
bdg_user_0003_202601_pendidikan,user_0003,2026-01,pendidikan,730000
bdg_user_0003_202601_kos_sewa,user_0003,2026-01,kos_sewa,1280000
bdg_user_0003_202601_lainnya,user_0003,2026-01,lainnya,455000
bdg_user_0003_202602_makanan,user_0003,2026-02,makanan,2340000
bdg_user_0003_202602_transportasi,user_0003,2026-02,transportasi,975000
bdg_user_0003_202602_belanja,user_0003,2026-02,belanja,1270000
bdg_user_0003_202602_tagihan,user_0003,2026-02,tagihan,1270000
bdg_user_0003_202602_hiburan,user_0003,2026-02,hiburan,780000
bdg_user_0003_202602_kesehatan,user_0003,2026-02,kesehatan,490000
bdg_user_0003_202602_pendidikan,user_0003,2026-02,pendidikan,780000
bdg_user_0003_202602_kos_sewa,user_0003,2026-02,kos_sewa,1365000
bdg_user_0003_202602_lainnya,user_0003,2026-02,lainnya,490000
bdg_user_0003_202603_makanan,user_0003,2026-03,makanan,1415000
bdg_user_0003_202603_transportasi,user_0003,2026-03,transportasi,590000
bdg_user_0003_202603_belanja,user_0003,2026-03,belanja,770000
bdg_user_0003_202603_tagihan,user_0003,2026-03,tagihan,770000
bdg_user_0003_202603_hiburan,user_0003,2026-03,hiburan,470000
bdg_user_0003_202603_kesehatan,user_0003,2026-03,kesehatan,295000
bdg_user_0003_202603_pendidikan,user_0003,2026-03,pendidikan,470000
bdg_user_0003_202603_kos_sewa,user_0003,2026-03,kos_sewa,825000
bdg_user_0003_202603_lainnya,user_0003,2026-03,lainnya,295000
bdg_user_0003_202604_makanan,user_0003,2026-04,makanan,1565000
bdg_user_0003_202604_transportasi,user_0003,2026-04,transportasi,650000
bdg_user_0003_202604_belanja,user_0003,2026-04,belanja,845000
bdg_user_0003_202604_tagihan,user_0003,2026-04,tagihan,845000
bdg_user_0003_202604_hiburan,user_0003,2026-04,hiburan,520000
bdg_user_0003_202604_kesehatan,user_0003,2026-04,kesehatan,325000
bdg_user_0003_202604_pendidikan,user_0003,2026-04,pendidikan,520000
bdg_user_0003_202604_kos_sewa,user_0003,2026-04,kos_sewa,915000
bdg_user_0003_202604_lainnya,user_0003,2026-04,lainnya,325000
bdg_user_0003_202605_makanan,user_0003,2026-05,makanan,2390000
bdg_user_0003_202605_transportasi,user_0003,2026-05,transportasi,995000
bdg_user_0003_202605_belanja,user_0003,2026-05,belanja,1295000
bdg_user_0003_202605_tagihan,user_0003,2026-05,tagihan,1295000
bdg_user_0003_202605_hiburan,user_0003,2026-05,hiburan,795000
bdg_user_0003_202605_kesehatan,user_0003,2026-05,kesehatan,500000
bdg_user_0003_202605_pendidikan,user_0003,2026-05,pendidikan,795000
bdg_user_0003_202605_kos_sewa,user_0003,2026-05,kos_sewa,1395000
bdg_user_0003_202605_lainnya,user_0003,2026-05,lainnya,500000
bdg_user_0004_202603_makanan,user_0004,2026-03,makanan,830000
bdg_user_0004_202603_transportasi,user_0004,2026-03,transportasi,375000
bdg_user_0004_202603_belanja,user_0004,2026-03,belanja,320000
bdg_user_0004_202603_tagihan,user_0004,2026-03,tagihan,185000
bdg_user_0004_202603_hiburan,user_0004,2026-03,hiburan,270000
bdg_user_0004_202603_kesehatan,user_0004,2026-03,kesehatan,105000
bdg_user_0004_202603_pendidikan,user_0004,2026-03,pendidikan,240000
bdg_user_0004_202603_kos_sewa,user_0004,2026-03,kos_sewa,215000
bdg_user_0004_202603_lainnya,user_0004,2026-03,lainnya,135000
bdg_user_0004_202604_makanan,user_0004,2026-04,makanan,850000
bdg_user_0004_202604_transportasi,user_0004,2026-04,transportasi,385000
bdg_user_0004_202604_belanja,user_0004,2026-04,belanja,330000
bdg_user_0004_202604_tagihan,user_0004,2026-04,tagihan,190000
bdg_user_0004_202604_hiburan,user_0004,2026-04,hiburan,275000
bdg_user_0004_202604_kesehatan,user_0004,2026-04,kesehatan,110000
bdg_user_0004_202604_pendidikan,user_0004,2026-04,pendidikan,245000
bdg_user_0004_202604_kos_sewa,user_0004,2026-04,kos_sewa,220000
bdg_user_0004_202604_lainnya,user_0004,2026-04,lainnya,135000
bdg_user_0004_202605_makanan,user_0004,2026-05,makanan,835000
bdg_user_0004_202605_transportasi,user_0004,2026-05,transportasi,380000
bdg_user_0004_202605_belanja,user_0004,2026-05,belanja,325000
bdg_user_0004_202605_tagihan,user_0004,2026-05,tagihan,190000
bdg_user_0004_202605_hiburan,user_0004,2026-05,hiburan,270000
bdg_user_0004_202605_kesehatan,user_0004,2026-05,kesehatan,110000
bdg_user_0004_202605_pendidikan,user_0004,2026-05,pendidikan,245000
bdg_user_0004_202605_kos_sewa,user_0004,2026-05,kos_sewa,215000
bdg_user_0004_202605_lainnya,user_0004,2026-05,lainnya,135000
bdg_user_0005_202506_makanan,user_0005,2025-06,makanan,600000
bdg_user_0005_202506_transportasi,user_0005,2025-06,transportasi,270000
bdg_user_0005_202506_belanja,user_0005,2025-06,belanja,230000
bdg_user_0005_202506_tagihan,user_0005,2025-06,tagihan,135000
bdg_user_0005_202506_hiburan,user_0005,2025-06,hiburan,195000
bdg_user_0005_202506_kesehatan,user_0005,2025-06,kesehatan,75000
bdg_user_0005_202506_pendidikan,user_0005,2025-06,pendidikan,175000
bdg_user_0005_202506_kos_sewa,user_0005,2025-06,kos_sewa,155000
bdg_user_0005_202506_lainnya,user_0005,2025-06,lainnya,95000
bdg_user_0005_202507_makanan,user_0005,2025-07,makanan,685000
bdg_user_0005_202507_transportasi,user_0005,2025-07,transportasi,310000
bdg_user_0005_202507_belanja,user_0005,2025-07,belanja,265000
bdg_user_0005_202507_tagihan,user_0005,2025-07,tagihan,155000
bdg_user_0005_202507_hiburan,user_0005,2025-07,hiburan,220000
bdg_user_0005_202507_kesehatan,user_0005,2025-07,kesehatan,90000
bdg_user_0005_202507_pendidikan,user_0005,2025-07,pendidikan,200000
bdg_user_0005_202507_kos_sewa,user_0005,2025-07,kos_sewa,175000
bdg_user_0005_202507_lainnya,user_0005,2025-07,lainnya,110000
bdg_user_0005_202508_makanan,user_0005,2025-08,makanan,600000
bdg_user_0005_202508_transportasi,user_0005,2025-08,transportasi,270000
bdg_user_0005_202508_belanja,user_0005,2025-08,belanja,230000
bdg_user_0005_202508_tagihan,user_0005,2025-08,tagihan,135000
bdg_user_0005_202508_hiburan,user_0005,2025-08,hiburan,195000
bdg_user_0005_202508_kesehatan,user_0005,2025-08,kesehatan,75000
bdg_user_0005_202508_pendidikan,user_0005,2025-08,pendidikan,175000
bdg_user_0005_202508_kos_sewa,user_0005,2025-08,kos_sewa,155000
bdg_user_0005_202508_lainnya,user_0005,2025-08,lainnya,95000
bdg_user_0005_202509_makanan,user_0005,2025-09,makanan,615000
bdg_user_0005_202509_transportasi,user_0005,2025-09,transportasi,275000
bdg_user_0005_202509_belanja,user_0005,2025-09,belanja,240000
bdg_user_0005_202509_tagihan,user_0005,2025-09,tagihan,140000
bdg_user_0005_202509_hiburan,user_0005,2025-09,hiburan,200000
bdg_user_0005_202509_kesehatan,user_0005,2025-09,kesehatan,80000
bdg_user_0005_202509_pendidikan,user_0005,2025-09,pendidikan,180000
bdg_user_0005_202509_kos_sewa,user_0005,2025-09,kos_sewa,160000
bdg_user_0005_202509_lainnya,user_0005,2025-09,lainnya,100000
bdg_user_0005_202510_makanan,user_0005,2025-10,makanan,665000
bdg_user_0005_202510_transportasi,user_0005,2025-10,transportasi,300000
bdg_user_0005_202510_belanja,user_0005,2025-10,belanja,255000
bdg_user_0005_202510_tagihan,user_0005,2025-10,tagihan,150000
bdg_user_0005_202510_hiburan,user_0005,2025-10,hiburan,215000
bdg_user_0005_202510_kesehatan,user_0005,2025-10,kesehatan,85000
bdg_user_0005_202510_pendidikan,user_0005,2025-10,pendidikan,190000
bdg_user_0005_202510_kos_sewa,user_0005,2025-10,kos_sewa,170000
bdg_user_0005_202510_lainnya,user_0005,2025-10,lainnya,105000
bdg_user_0005_202511_makanan,user_0005,2025-11,makanan,615000
bdg_user_0005_202511_transportasi,user_0005,2025-11,transportasi,275000
bdg_user_0005_202511_belanja,user_0005,2025-11,belanja,240000
bdg_user_0005_202511_tagihan,user_0005,2025-11,tagihan,140000
bdg_user_0005_202511_hiburan,user_0005,2025-11,hiburan,200000
bdg_user_0005_202511_kesehatan,user_0005,2025-11,kesehatan,80000
bdg_user_0005_202511_pendidikan,user_0005,2025-11,pendidikan,180000
bdg_user_0005_202511_kos_sewa,user_0005,2025-11,kos_sewa,160000
bdg_user_0005_202511_lainnya,user_0005,2025-11,lainnya,100000
bdg_user_0005_202512_makanan,user_0005,2025-12,makanan,685000
bdg_user_0005_202512_transportasi,user_0005,2025-12,transportasi,310000
bdg_user_0005_202512_belanja,user_0005,2025-12,belanja,265000
bdg_user_0005_202512_tagihan,user_0005,2025-12,tagihan,155000
bdg_user_0005_202512_hiburan,user_0005,2025-12,hiburan,220000
bdg_user_0005_202512_kesehatan,user_0005,2025-12,kesehatan,90000
bdg_user_0005_202512_pendidikan,user_0005,2025-12,pendidikan,200000
bdg_user_0005_202512_kos_sewa,user_0005,2025-12,kos_sewa,175000
bdg_user_0005_202512_lainnya,user_0005,2025-12,lainnya,110000
bdg_user_0005_202601_makanan,user_0005,2026-01,makanan,635000
bdg_user_0005_202601_transportasi,user_0005,2026-01,transportasi,285000
bdg_user_0005_202601_belanja,user_0005,2026-01,belanja,245000
bdg_user_0005_202601_tagihan,user_0005,2026-01,tagihan,145000
bdg_user_0005_202601_hiburan,user_0005,2026-01,hiburan,205000
bdg_user_0005_202601_kesehatan,user_0005,2026-01,kesehatan,80000
bdg_user_0005_202601_pendidikan,user_0005,2026-01,pendidikan,185000
bdg_user_0005_202601_kos_sewa,user_0005,2026-01,kos_sewa,165000
bdg_user_0005_202601_lainnya,user_0005,2026-01,lainnya,100000
bdg_user_0005_202602_makanan,user_0005,2026-02,makanan,580000
bdg_user_0005_202602_transportasi,user_0005,2026-02,transportasi,260000
bdg_user_0005_202602_belanja,user_0005,2026-02,belanja,225000
bdg_user_0005_202602_tagihan,user_0005,2026-02,tagihan,130000
bdg_user_0005_202602_hiburan,user_0005,2026-02,hiburan,185000
bdg_user_0005_202602_kesehatan,user_0005,2026-02,kesehatan,75000
bdg_user_0005_202602_pendidikan,user_0005,2026-02,pendidikan,170000
bdg_user_0005_202602_kos_sewa,user_0005,2026-02,kos_sewa,150000
bdg_user_0005_202602_lainnya,user_0005,2026-02,lainnya,95000
bdg_user_0005_202603_makanan,user_0005,2026-03,makanan,615000
bdg_user_0005_202603_transportasi,user_0005,2026-03,transportasi,275000
bdg_user_0005_202603_belanja,user_0005,2026-03,belanja,240000
bdg_user_0005_202603_tagihan,user_0005,2026-03,tagihan,140000
bdg_user_0005_202603_hiburan,user_0005,2026-03,hiburan,200000
bdg_user_0005_202603_kesehatan,user_0005,2026-03,kesehatan,80000
bdg_user_0005_202603_pendidikan,user_0005,2026-03,pendidikan,180000
bdg_user_0005_202603_kos_sewa,user_0005,2026-03,kos_sewa,160000
bdg_user_0005_202603_lainnya,user_0005,2026-03,lainnya,100000
bdg_user_0005_202604_makanan,user_0005,2026-04,makanan,585000
bdg_user_0005_202604_transportasi,user_0005,2026-04,transportasi,265000
bdg_user_0005_202604_belanja,user_0005,2026-04,belanja,225000
bdg_user_0005_202604_tagihan,user_0005,2026-04,tagihan,130000
bdg_user_0005_202604_hiburan,user_0005,2026-04,hiburan,190000
bdg_user_0005_202604_kesehatan,user_0005,2026-04,kesehatan,75000
bdg_user_0005_202604_pendidikan,user_0005,2026-04,pendidikan,170000
bdg_user_0005_202604_kos_sewa,user_0005,2026-04,kos_sewa,150000
bdg_user_0005_202604_lainnya,user_0005,2026-04,lainnya,95000
bdg_user_0005_202605_makanan,user_0005,2026-05,makanan,615000
bdg_user_0005_202605_transportasi,user_0005,2026-05,transportasi,275000
bdg_user_0005_202605_belanja,user_0005,2026-05,belanja,240000
bdg_user_0005_202605_tagihan,user_0005,2026-05,tagihan,140000
bdg_user_0005_202605_hiburan,user_0005,2026-05,hiburan,200000
bdg_user_0005_202605_kesehatan,user_0005,2026-05,kesehatan,80000
bdg_user_0005_202605_pendidikan,user_0005,2026-05,pendidikan,180000
bdg_user_0005_202605_kos_sewa,user_0005,2026-05,kos_sewa,160000
bdg_user_0005_202605_lainnya,user_0005,2026-05,lainnya,100000
bdg_user_0006_202603_makanan,user_0006,2026-03,makanan,510000
bdg_user_0006_202603_transportasi,user_0006,2026-03,transportasi,230000
bdg_user_0006_202603_belanja,user_0006,2026-03,belanja,195000
bdg_user_0006_202603_tagihan,user_0006,2026-03,tagihan,115000
bdg_user_0006_202603_hiburan,user_0006,2026-03,hiburan,165000
bdg_user_0006_202603_kesehatan,user_0006,2026-03,kesehatan,65000
bdg_user_0006_202603_pendidikan,user_0006,2026-03,pendidikan,150000
bdg_user_0006_202603_kos_sewa,user_0006,2026-03,kos_sewa,130000
bdg_user_0006_202603_lainnya,user_0006,2026-03,lainnya,80000
bdg_user_0006_202604_makanan,user_0006,2026-04,makanan,560000
bdg_user_0006_202604_transportasi,user_0006,2026-04,transportasi,250000
bdg_user_0006_202604_belanja,user_0006,2026-04,belanja,215000
bdg_user_0006_202604_tagihan,user_0006,2026-04,tagihan,125000
bdg_user_0006_202604_hiburan,user_0006,2026-04,hiburan,180000
bdg_user_0006_202604_kesehatan,user_0006,2026-04,kesehatan,70000
bdg_user_0006_202604_pendidikan,user_0006,2026-04,pendidikan,160000
bdg_user_0006_202604_kos_sewa,user_0006,2026-04,kos_sewa,145000
bdg_user_0006_202604_lainnya,user_0006,2026-04,lainnya,90000
bdg_user_0006_202605_makanan,user_0006,2026-05,makanan,530000
bdg_user_0006_202605_transportasi,user_0006,2026-05,transportasi,240000
bdg_user_0006_202605_belanja,user_0006,2026-05,belanja,205000
bdg_user_0006_202605_tagihan,user_0006,2026-05,tagihan,120000
bdg_user_0006_202605_hiburan,user_0006,2026-05,hiburan,170000
bdg_user_0006_202605_kesehatan,user_0006,2026-05,kesehatan,70000
bdg_user_0006_202605_pendidikan,user_0006,2026-05,pendidikan,155000
bdg_user_0006_202605_kos_sewa,user_0006,2026-05,kos_sewa,135000
bdg_user_0006_202605_lainnya,user_0006,2026-05,lainnya,85000
bdg_user_0007_202509_makanan,user_0007,2025-09,makanan,385000
bdg_user_0007_202509_transportasi,user_0007,2025-09,transportasi,175000
bdg_user_0007_202509_belanja,user_0007,2025-09,belanja,150000
bdg_user_0007_202509_tagihan,user_0007,2025-09,tagihan,85000
bdg_user_0007_202509_hiburan,user_0007,2025-09,hiburan,125000
bdg_user_0007_202509_kesehatan,user_0007,2025-09,kesehatan,50000
bdg_user_0007_202509_pendidikan,user_0007,2025-09,pendidikan,110000
bdg_user_0007_202509_kos_sewa,user_0007,2025-09,kos_sewa,100000
bdg_user_0007_202509_lainnya,user_0007,2025-09,lainnya,60000
bdg_user_0007_202510_makanan,user_0007,2025-10,makanan,350000
bdg_user_0007_202510_transportasi,user_0007,2025-10,transportasi,160000
bdg_user_0007_202510_belanja,user_0007,2025-10,belanja,135000
bdg_user_0007_202510_tagihan,user_0007,2025-10,tagihan,80000
bdg_user_0007_202510_hiburan,user_0007,2025-10,hiburan,110000
bdg_user_0007_202510_kesehatan,user_0007,2025-10,kesehatan,45000
bdg_user_0007_202510_pendidikan,user_0007,2025-10,pendidikan,100000
bdg_user_0007_202510_kos_sewa,user_0007,2025-10,kos_sewa,90000
bdg_user_0007_202510_lainnya,user_0007,2025-10,lainnya,55000
bdg_user_0007_202511_makanan,user_0007,2025-11,makanan,355000
bdg_user_0007_202511_transportasi,user_0007,2025-11,transportasi,160000
bdg_user_0007_202511_belanja,user_0007,2025-11,belanja,140000
bdg_user_0007_202511_tagihan,user_0007,2025-11,tagihan,80000
bdg_user_0007_202511_hiburan,user_0007,2025-11,hiburan,115000
bdg_user_0007_202511_kesehatan,user_0007,2025-11,kesehatan,45000
bdg_user_0007_202511_pendidikan,user_0007,2025-11,pendidikan,105000
bdg_user_0007_202511_kos_sewa,user_0007,2025-11,kos_sewa,90000
bdg_user_0007_202511_lainnya,user_0007,2025-11,lainnya,55000
bdg_user_0007_202512_makanan,user_0007,2025-12,makanan,330000
bdg_user_0007_202512_transportasi,user_0007,2025-12,transportasi,150000
bdg_user_0007_202512_belanja,user_0007,2025-12,belanja,125000
bdg_user_0007_202512_tagihan,user_0007,2025-12,tagihan,75000
bdg_user_0007_202512_hiburan,user_0007,2025-12,hiburan,105000
bdg_user_0007_202512_kesehatan,user_0007,2025-12,kesehatan,40000
bdg_user_0007_202512_pendidikan,user_0007,2025-12,pendidikan,95000
bdg_user_0007_202512_kos_sewa,user_0007,2025-12,kos_sewa,85000
bdg_user_0007_202512_lainnya,user_0007,2025-12,lainnya,55000
bdg_user_0007_202601_makanan,user_0007,2026-01,makanan,375000
bdg_user_0007_202601_transportasi,user_0007,2026-01,transportasi,170000
bdg_user_0007_202601_belanja,user_0007,2026-01,belanja,145000
bdg_user_0007_202601_tagihan,user_0007,2026-01,tagihan,85000
bdg_user_0007_202601_hiburan,user_0007,2026-01,hiburan,120000
bdg_user_0007_202601_kesehatan,user_0007,2026-01,kesehatan,50000
bdg_user_0007_202601_pendidikan,user_0007,2026-01,pendidikan,110000
bdg_user_0007_202601_kos_sewa,user_0007,2026-01,kos_sewa,95000
bdg_user_0007_202601_lainnya,user_0007,2026-01,lainnya,60000
bdg_user_0007_202602_makanan,user_0007,2026-02,makanan,385000
bdg_user_0007_202602_transportasi,user_0007,2026-02,transportasi,175000
bdg_user_0007_202602_belanja,user_0007,2026-02,belanja,150000
bdg_user_0007_202602_tagihan,user_0007,2026-02,tagihan,85000
bdg_user_0007_202602_hiburan,user_0007,2026-02,hiburan,125000
bdg_user_0007_202602_kesehatan,user_0007,2026-02,kesehatan,50000
bdg_user_0007_202602_pendidikan,user_0007,2026-02,pendidikan,110000
bdg_user_0007_202602_kos_sewa,user_0007,2026-02,kos_sewa,100000
bdg_user_0007_202602_lainnya,user_0007,2026-02,lainnya,60000
bdg_user_0007_202603_makanan,user_0007,2026-03,makanan,370000
bdg_user_0007_202603_transportasi,user_0007,2026-03,transportasi,165000
bdg_user_0007_202603_belanja,user_0007,2026-03,belanja,145000
bdg_user_0007_202603_tagihan,user_0007,2026-03,tagihan,85000
bdg_user_0007_202603_hiburan,user_0007,2026-03,hiburan,120000
bdg_user_0007_202603_kesehatan,user_0007,2026-03,kesehatan,50000
bdg_user_0007_202603_pendidikan,user_0007,2026-03,pendidikan,105000
bdg_user_0007_202603_kos_sewa,user_0007,2026-03,kos_sewa,95000
bdg_user_0007_202603_lainnya,user_0007,2026-03,lainnya,60000
bdg_user_0007_202604_makanan,user_0007,2026-04,makanan,405000
bdg_user_0007_202604_transportasi,user_0007,2026-04,transportasi,185000
bdg_user_0007_202604_belanja,user_0007,2026-04,belanja,155000
bdg_user_0007_202604_tagihan,user_0007,2026-04,tagihan,90000
bdg_user_0007_202604_hiburan,user_0007,2026-04,hiburan,130000
bdg_user_0007_202604_kesehatan,user_0007,2026-04,kesehatan,50000
bdg_user_0007_202604_pendidikan,user_0007,2026-04,pendidikan,115000
bdg_user_0007_202604_kos_sewa,user_0007,2026-04,kos_sewa,105000
bdg_user_0007_202604_lainnya,user_0007,2026-04,lainnya,65000
bdg_user_0007_202605_makanan,user_0007,2026-05,makanan,405000
bdg_user_0007_202605_transportasi,user_0007,2026-05,transportasi,185000
bdg_user_0007_202605_belanja,user_0007,2026-05,belanja,155000
bdg_user_0007_202605_tagihan,user_0007,2026-05,tagihan,90000
bdg_user_0007_202605_hiburan,user_0007,2026-05,hiburan,130000
bdg_user_0007_202605_kesehatan,user_0007,2026-05,kesehatan,50000
bdg_user_0007_202605_pendidikan,user_0007,2026-05,pendidikan,115000
bdg_user_0007_202605_kos_sewa,user_0007,2026-05,kos_sewa,105000
bdg_user_0007_202605_lainnya,user_0007,2026-05,lainnya,65000
bdg_user_0008_202507_makanan,user_0008,2025-07,makanan,635000
bdg_user_0008_202507_transportasi,user_0008,2025-07,transportasi,285000
bdg_user_0008_202507_belanja,user_0008,2025-07,belanja,245000
bdg_user_0008_202507_tagihan,user_0008,2025-07,tagihan,145000
bdg_user_0008_202507_hiburan,user_0008,2025-07,hiburan,205000
bdg_user_0008_202507_kesehatan,user_0008,2025-07,kesehatan,80000
bdg_user_0008_202507_pendidikan,user_0008,2025-07,pendidikan,185000
bdg_user_0008_202507_kos_sewa,user_0008,2025-07,kos_sewa,165000
bdg_user_0008_202507_lainnya,user_0008,2025-07,lainnya,100000
bdg_user_0008_202508_makanan,user_0008,2025-08,makanan,605000
bdg_user_0008_202508_transportasi,user_0008,2025-08,transportasi,275000
bdg_user_0008_202508_belanja,user_0008,2025-08,belanja,235000
bdg_user_0008_202508_tagihan,user_0008,2025-08,tagihan,135000
bdg_user_0008_202508_hiburan,user_0008,2025-08,hiburan,195000
bdg_user_0008_202508_kesehatan,user_0008,2025-08,kesehatan,80000
