user_id,input_month_1,input_month_2,input_month_3,target_month,normalization_base,split,input_m1_makanan,input_m1_makanan_income_ratio,input_m1_transportasi,input_m1_transportasi_income_ratio,input_m1_belanja,input_m1_belanja_income_ratio,input_m1_tagihan,input_m1_tagihan_income_ratio,input_m1_hiburan,input_m1_hiburan_income_ratio,input_m1_kesehatan,input_m1_kesehatan_income_ratio,input_m1_pendidikan,input_m1_pendidikan_income_ratio,input_m1_kos_sewa,input_m1_kos_sewa_income_ratio,input_m1_lainnya,input_m1_lainnya_income_ratio,input_m2_makanan,input_m2_makanan_income_ratio,input_m2_transportasi,input_m2_transportasi_income_ratio,input_m2_belanja,input_m2_belanja_income_ratio,input_m2_tagihan,input_m2_tagihan_income_ratio,input_m2_hiburan,input_m2_hiburan_income_ratio,input_m2_kesehatan,input_m2_kesehatan_income_ratio,input_m2_pendidikan,input_m2_pendidikan_income_ratio,input_m2_kos_sewa,input_m2_kos_sewa_income_ratio,input_m2_lainnya,input_m2_lainnya_income_ratio,input_m3_makanan,input_m3_makanan_income_ratio,input_m3_transportasi,input_m3_transportasi_income_ratio,input_m3_belanja,input_m3_belanja_income_ratio,input_m3_tagihan,input_m3_tagihan_income_ratio,input_m3_hiburan,input_m3_hiburan_income_ratio,input_m3_kesehatan,input_m3_kesehatan_income_ratio,input_m3_pendidikan,input_m3_pendidikan_income_ratio,input_m3_kos_sewa,input_m3_kos_sewa_income_ratio,input_m3_lainnya,input_m3_lainnya_income_ratio,target_makanan,target_makanan_income_ratio,target_transportasi,target_transportasi_income_ratio,target_belanja,target_belanja_income_ratio,target_tagihan,target_tagihan_income_ratio,target_hiburan,target_hiburan_income_ratio,target_kesehatan,target_kesehatan_income_ratio,target_pendidikan,target_pendidikan_income_ratio,target_kos_sewa,target_kos_sewa_income_ratio,target_lainnya,target_lainnya_income_ratio
user_0005,2025-07,2025-08,2025-09,2025-10,2250000,train,425000,0.18888889,200000,0.08888889,190000,0.08444444,250000,0.11111111,134000,0.05955556,61000,0.02711111,157000,0.06977778,117000,0.052,66000,0.02933333,490000,0.21777778,278000,0.12355556,1565000,0.69555556,200000,0.08888889,184000,0.08177778,70000,0.03111111,176000,0.07822222,134000,0.05955556,83000,0.03688889,403000,0.17911111,192000,0.08533333,206000,0.09155556,250000,0.11111111,156000,0.06933333,50000,0.02222222,147000,0.06533333,125000,0.05555556,81000,0.036,544000,0.24177778,192000,0.08533333,181000,0.08044444,250000,0.11111111,126000,0.056,67000,0.02977778,119000,0.05288889,109000,0.04844444,69000,0.03066667
user_0005,2025-08,2025-09,2025-10,2025-11,2250000,train,490000,0.21777778,278000,0.12355556,1565000,0.69555556,200000,0.08888889,184000,0.08177778,70000,0.03111111,176000,0.07822222,134000,0.05955556,83000,0.03688889,403000,0.17911111,192000,0.08533333,206000,0.09155556,250000,0.11111111,156000,0.06933333,50000,0.02222222,147000,0.06533333,125000,0.05555556,81000,0.036,544000,0.24177778,192000,0.08533333,181000,0.08044444,250000,0.11111111,126000,0.056,67000,0.02977778,119000,0.05288889,109000,0.04844444,69000,0.03066667,532000,0.23644444,236000,0.10488889,182000,0.08088889,150000,0.06666667,141000,0.06266667,52000,0.02311111,116000,0.05155556,114000,0.05066667,76000,0.03377778
user_0005,2025-09,2025-10,2025-11,2025-12,2250000,train,403000,0.17911111,192000,0.08533333,206000,0.09155556,250000,0.11111111,156000,0.06933333,50000,0.02222222,147000,0.06533333,125000,0.05555556,81000,0.036,544000,0.24177778,192000,0.08533333,181000,0.08044444,250000,0.11111111,126000,0.056,67000,0.02977778,119000,0.05288889,109000,0.04844444,69000,0.03066667,532000,0.23644444,236000,0.10488889,182000,0.08088889,150000,0.06666667,141000,0.06266667,52000,0.02311111,116000,0.05155556,114000,0.05066667,76000,0.03377778,711000,0.316,262000,0.11644444,221000,0.09822222,250000,0.11111111,195000,0.08666667,76000,0.03377778,217000,0.09644444,190000,0.08444444,117000,0.052
user_0005,2025-10,2025-11,2025-12,2026-01,2250000,train,544000,0.24177778,192000,0.08533333,181000,0.08044444,250000,0.11111111,126000,0.056,67000,0.02977778,119000,0.05288889,109000,0.04844444,69000,0.03066667,532000,0.23644444,236000,0.10488889,182000,0.08088889,150000,0.06666667,141000,0.06266667,52000,0.02311111,116000,0.05155556,114000,0.05066667,76000,0.03377778,711000,0.316,262000,0.11644444,221000,0.09822222,250000,0.11111111,195000,0.08666667,76000,0.03377778,217000,0.09644444,190000,0.08444444,117000,0.052,769000,0.34177778,263000,0.11688889,222000,0.09866667,150000,0.06666667,191000,0.08488889,75000,0.03333333,193000,0.08577778,204000,0.09066667,110000,0.04888889
user_0005,2025-11,2025-12,2026-01,2026-02,2250000,train,532000,0.23644444,236000,0.10488889,182000,0.08088889,150000,0.06666667,141000,0.06266667,52000,0.02311111,116000,0.05155556,114000,0.05066667,76000,0.03377778,711000,0.316,262000,0.11644444,221000,0.09822222,250000,0.11111111,195000,0.08666667,76000,0.03377778,217000,0.09644444,190000,0.08444444,117000,0.052,769000,0.34177778,263000,0.11688889,222000,0.09866667,150000,0.06666667,191000,0.08488889,75000,0.03333333,193000,0.08577778,204000,0.09066667,110000,0.04888889,674000,0.29955556,269000,0.11955556,232000,0.10311111,157000,0.06977778,228000,0.10133333,88000,0.03911111,158000,0.07022222,154000,0.06844444,111000,0.04933333
user_0005,2025-12,2026-01,2026-02,2026-03,2250000,validation,711000,0.316,262000,0.11644444,221000,0.09822222,250000,0.11111111,195000,0.08666667,76000,0.03377778,217000,0.09644444,190000,0.08444444,117000,0.052,769000,0.34177778,263000,0.11688889,222000,0.09866667,150000,0.06666667,191000,0.08488889,75000,0.03333333,193000,0.08577778,204000,0.09066667,110000,0.04888889,674000,0.29955556,269000,0.11955556,232000,0.10311111,157000,0.06977778,228000,0.10133333,88000,0.03911111,158000,0.07022222,154000,0.06844444,111000,0.04933333,413000,0.18355556,194000,0.08622222,154000,0.06844444,250000,0.11111111,164000,0.07288889,51000,0.02266667,138000,0.06133333,133000,0.05911111,63000,0.028
user_0005,2026-01,2026-02,2026-03,2026-04,2250000,validation,769000,0.34177778,263000,0.11688889,222000,0.09866667,150000,0.06666667,191000,0.08488889,75000,0.03333333,193000,0.08577778,204000,0.09066667,110000,0.04888889,674000,0.29955556,269000,0.11955556,232000,0.10311111,157000,0.06977778,228000,0.10133333,88000,0.03911111,158000,0.07022222,154000,0.06844444,111000,0.04933333,413000,0.18355556,194000,0.08622222,154000,0.06844444,250000,0.11111111,164000,0.07288889,51000,0.02266667,138000,0.06133333,133000,0.05911111,63000,0.028,445000,0.19777778,246000,0.10933333,206000,0.09155556,150000,0.06666667,185000,0.08222222,63000,0.028,145000,0.06444444,161000,0.07155556,84000,0.03733333
user_0005,2026-02,2026-03,2026-04,2026-05,2250000,test,674000,0.29955556,269000,0.11955556,232000,0.10311111,157000,0.06977778,228000,0.10133333,88000,0.03911111,158000,0.07022222,154000,0.06844444,111000,0.04933333,413000,0.18355556,194000,0.08622222,154000,0.06844444,250000,0.11111111,164000,0.07288889,51000,0.02266667,138000,0.06133333,133000,0.05911111,63000,0.028,445000,0.19777778,246000,0.10933333,206000,0.09155556,150000,0.06666667,185000,0.08222222,63000,0.028,145000,0.06444444,161000,0.07155556,84000,0.03733333,576000,0.256,257000,0.11422222,195000,0.08666667,250000,0.11111111,138000,0.06133333,69000,0.03066667,118000,0.05244444,129000,0.05733333,87000,0.03866667
user_0007,2025-09,2025-10,2025-11,2025-12,1300000,train,464000,0.35692308,183000,0.14076923,185000,0.14230769,250000,0.19230769,136000,0.10461538,48000,0.03692308,139000,0.10692308,89000,0.06846154,57000,0.04384615,343000,0.26384615,145000,0.11153846,146000,0.11230769,200000,0.15384615,122000,0.09384615,46000,0.03538462,109000,0.08384615,96000,0.07384615,52000,0.04,355000,0.27307692,142000,0.10923077,125000,0.09615385,250000,0.19230769,103000,0.07923077,47000,0.03615385,94000,0.07230769,108000,0.08307692,62000,0.04769231,982000,0.75538462,197000,0.15153846,142000,0.10923077,150000,0.11538462,116000,0.08923077,45000,0.03461538,100000,0.07692308,93000,0.07153846,72000,0.05538462
user_0007,2025-10,2025-11,2025-12,2026-01,1300000,train,343000,0.26384615,145000,0.11153846,146000,0.11230769,200000,0.15384615,122000,0.09384615,46000,0.03538462,109000,0.08384615,96000,0.07384615,52000,0.04,355000,0.27307692,142000,0.10923077,125000,0.09615385,250000,0.19230769,103000,0.07923077,47000,0.03615385,94000,0.07230769,108000,0.08307692,62000,0.04769231,982000,0.75538462,197000,0.15153846,142000,0.10923077,150000,0.11538462,116000,0.08923077,45000,0.03461538,100000,0.07692308,93000,0.07153846,72000,0.05538462,330000,0.25384615,153000,0.11769231,158000,0.12153846,200000,0.15384615,106000,0.08153846,40000,0.03076923,84000,0.06461538,83000,0.06384615,50000,0.03846154
user_0007,2025-11,2025-12,2026-01,2026-02,1300000,train,355000,0.27307692,142000,0.10923077,125000,0.09615385,250000,0.19230769,103000,0.07923077,47000,0.03615385,94000,0.07230769,108000,0.08307692,62000,0.04769231,982000,0.75538462,197000,0.15153846,142000,0.10923077,150000,0.11538462,116000,0.08923077,45000,0.03461538,100000,0.07692308,93000,0.07153846,72000,0.05538462,330000,0.25384615,153000,0.11769231,158000,0.12153846,200000,0.15384615,106000,0.08153846,40000,0.03076923,84000,0.06461538,83000,0.06384615,50000,0.03846154,388000,0.29846154,162000,0.12461538,132000,0.10153846,200000,0.15384615,90000,0.06923077,42000,0.03230769,90000,0.06923077,75000,0.05769231,44000,0.03384615
user_0007,2025-12,2026-01,2026-02,2026-03,1300000,validation,982000,0.75538462,197000,0.15153846,142000,0.10923077,150000,0.11538462,116000,0.08923077,45000,0.03461538,100000,0.07692308,93000,0.07153846,72000,0.05538462,330000,0.25384615,153000,0.11769231,158000,0.12153846,200000,0.15384615,106000,0.08153846,40000,0.03076923,84000,0.06461538,83000,0.06384615,50000,0.03846154,388000,0.29846154,162000,0.12461538,132000,0.10153846,200000,0.15384615,90000,0.06923077,42000,0.03230769,90000,0.06923077,75000,0.05769231,44000,0.03384615,293000,0.22538462,141000,0.10846154,100000,0.07692308,250000,0.19230769,112000,0.08615385,42000,0.03230769,77000,0.05923077,100000,0.07692308,47000,0.03615385
user_0007,2026-01,2026-02,2026-03,2026-04,1300000,validation,330000,0.25384615,153000,0.11769231,158000,0.12153846,200000,0.15384615,106000,0.08153846,40000,0.03076923,84000,0.06461538,83000,0.06384615,50000,0.03846154,388000,0.29846154,162000,0.12461538,132000,0.10153846,200000,0.15384615,90000,0.06923077,42000,0.03230769,90000,0.06923077,75000,0.05769231,44000,0.03384615,293000,0.22538462,141000,0.10846154,100000,0.07692308,250000,0.19230769,112000,0.08615385,42000,0.03230769,77000,0.05923077,100000,0.07692308,47000,0.03615385,273000,0.21,116000,0.08923077,98000,0.07538462,200000,0.15384615,94000,0.07230769,38000,0.02923077,71000,0.05461538,66000,0.05076923,46000,0.03538462
user_0007,2026-02,2026-03,2026-04,2026-05,1300000,test,388000,0.29846154,162000,0.12461538,132000,0.10153846,200000,0.15384615,90000,0.06923077,42000,0.03230769,90000,0.06923077,75000,0.05769231,44000,0.03384615,293000,0.22538462,141000,0.10846154,100000,0.07692308,250000,0.19230769,112000,0.08615385,42000,0.03230769,77000,0.05923077,100000,0.07692308,47000,0.03615385,273000,0.21,116000,0.08923077,98000,0.07538462,200000,0.15384615,94000,0.07230769,38000,0.02923077,71000,0.05461538,66000,0.05076923,46000,0.03538462,278000,0.21384615,144000,0.11076923,137000,0.10538462,200000,0.15384615,114000,0.08769231,46000,0.03538462,83000,0.06384615,73000,0.05615385,53000,0.04076923
user_0008,2025-07,2025-08,2025-09,2025-10,2050000,train,392000,0.19121951,189000,0.09219512,172000,0.08390244,150000,0.07317073,167000,0.08146341,67000,0.03268293,133000,0.06487805,121000,0.05902439,69000,0.03365854,424000,0.20682927,199000,0.09707317,203000,0.09902439,110000,0.05365854,146000,0.07121951,68000,0.03317073,124000,0.0604878,101000,0.04926829,68000,0.03317073,501000,0.24439024,229000,0.11170732,168000,0.08195122,250000,0.12195122,167000,0.08146341,61000,0.0297561,157000,0.07658537,128000,0.06243902,95000,0.04634146,490000,0.23902439,207000,0.10097561,170000,0.08292683,100000,0.04878049,161000,0.07853659,78000,0.03804878,123000,0.06,116000,0.05658537,78000,0.03804878
user_0008,2025-08,2025-09,2025-10,2025-11,2050000,train,424000,0.20682927,199000,0.09707317,203000,0.09902439,110000,0.05365854,146000,0.07121951,68000,0.03317073,124000,0.0604878,101000,0.04926829,68000,0.03317073,501000,0.24439024,229000,0.11170732,168000,0.08195122,250000,0.12195122,167000,0.08146341,61000,0.0297561,157000,0.07658537,128000,0.06243902,95000,0.04634146,490000,0.23902439,207000,0.10097561,170000,0.08292683,100000,0.04878049,161000,0.07853659,78000,0.03804878,123000,0.06,116000,0.05658537,78000,0.03804878,506000,0.24682927,183000,0.08926829,172000,0.08390244,200000,0.09756098,157000,0.07658537,53000,0.02585366,128000,0.06243902,134000,0.06536585,68000,0.03317073
user_0008,2025-09,2025-10,2025-11,2025-12,2050000,train,501000,0.24439024,229000,0.11170732,168000,0.08195122,250000,0.12195122,167000,0.08146341,61000,0.0297561,157000,0.07658537,128000,0.06243902,95000,0.04634146,490000,0.23902439,207000,0.10097561,170000,0.08292683,100000,0.04878049,161000,0.07853659,78000,0.03804878,123000,0.06,116000,0.05658537,78000,0.03804878,506000,0.24682927,183000,0.08926829,172000,0.08390244,200000,0.09756098,157000,0.07658537,53000,0.02585366,128000,0.06243902,134000,0.06536585,68000,0.03317073,743000,0.36243902,308000,0.1502439,224000,0.10926829,200000,0.09756098,1020000,0.49756098,91000,0.04439024,166000,0.08097561,141000,0.06878049,123000,0.06
user_0008,2025-10,2025-11,2025-12,2026-01,2050000,train,490000,0.23902439,207000,0.10097561,170000,0.08292683,100000,0.04878049,161000,0.07853659,78000,0.03804878,123000,0.06,116000,0.05658537,78000,0.03804878,506000,0.24682927,183000,0.08926829,172000,0.08390244,200000,0.09756098,157000,0.07658537,53000,0.02585366,128000,0.06243902,134000,0.06536585,68000,0.03317073,743000,0.36243902,308000,0.1502439,224000,0.10926829,200000,0.09756098,1020000,0.49756098,91000,0.04439024,166000,0.08097561,141000,0.06878049,123000,0.06,414000,0.20195122,222000,0.10829268,187000,0.09121951,110000,0.05365854,137000,0.06682927,70000,0.03414634,155000,0.07560976,115000,0.05609756,80000,0.03902439
user_0008,2025-11,2025-12,2026-01,2026-02,2050000,train,506000,0.24682927,183000,0.08926829,172000,0.08390244,200000,0.09756098,157000,0.07658537,53000,0.02585366,128000,0.06243902,134000,0.06536585,68000,0.03317073,743000,0.36243902,308000,0.1502439,224000,0.10926829,200000,0.09756098,1020000,0.49756098,91000,0.04439024,166000,0.08097561,141000,0.06878049,123000,0.06,414000,0.20195122,222000,0.10829268,187000,0.09121951,110000,0.05365854,137000,0.06682927,70000,0.03414634,155000,0.07560976,115000,0.05609756,80000,0.03902439,727000,0.35463415,258000,0.12585366,214000,0.10439024,149000,0.07268293,187000,0.09121951,92000,0.04487805,177000,0.08634146,164000,0.08,104000,0.05073171
user_0008,2025-12,2026-01,2026-02,2026-03,2050000,validation,743000,0.36243902,308000,0.1502439,224000,0.10926829,200000,0.09756098,1020000,0.49756098,91000,0.04439024,166000,0.08097561,141000,0.06878049,123000,0.06,414000,0.20195122,222000,0.10829268,187000,0.09121951,110000,0.05365854,137000,0.06682927,70000,0.03414634,155000,0.07560976,115000,0.05609756,80000,0.03902439,727000,0.35463415,258000,0.12585366,214000,0.10439024,149000,0.07268293,187000,0.09121951,92000,0.04487805,177000,0.08634146,164000,0.08,104000,0.05073171,618000,0.30146341,231000,0.11268293,234000,0.11414634,150000,0.07317073,176000,0.08585366,59000,0.02878049,165000,0.0804878,132000,0.06439024,89000,0.04341463
user_0008,2026-01,2026-02,2026-03,2026-04,2050000,validation,414000,0.20195122,222000,0.10829268,187000,0.09121951,110000,0.05365854,137000,0.06682927,70000,0.03414634,155000,0.07560976,115000,0.05609756,80000,0.03902439,727000,0.35463415,258000,0.12585366,214000,0.10439024,149000,0.07268293,187000,0.09121951,92000,0.04487805,177000,0.08634146,164000,0.08,104000,0.05073171,618000,0.30146341,231000,0.11268293,234000,0.11414634,150000,0.07317073,176000,0.08585366,59000,0.02878049,165000,0.0804878,132000,0.06439024,89000,0.04341463,576000,0.28097561,261000,0.12731707,194000,0.09463415,150000,0.07317073,192000,0.09365854,69000,0.03365854,148000,0.07219512,145000,0.07073171,90000,0.04390244
user_0008,2026-02,2026-03,2026-04,2026-05,2050000,test,727000,0.35463415,258000,0.12585366,214000,0.10439024,149000,0.07268293,187000,0.09121951,92000,0.04487805,177000,0.08634146,164000,0.08,104000,0.05073171,618000,0.30146341,231000,0.11268293,234000,0.11414634,150000,0.07317073,176000,0.08585366,59000,0.02878049,165000,0.0804878,132000,0.06439024,89000,0.04341463,576000,0.28097561,261000,0.12731707,194000,0.09463415,150000,0.07317073,192000,0.09365854,69000,0.03365854,148000,0.07219512,145000,0.07073171,90000,0.04390244,613000,0.29902439,261000,0.12731707,256000,0.12487805,250000,0.12195122,189000,0.09219512,83000,0.0404878,201000,0.09804878,177000,0.08634146,109000,0.05317073
user_0009,2025-06,2025-07,2025-08,2025-09,2300000,train,614000,0.26695652,238000,0.10347826,213000,0.0926087,250000,0.10869565,165000,0.07173913,76000,0.03304348,207000,0.09,163000,0.07086957,147000,0.06391304,713000,0.31,348000,0.15130435,248000,0.10782609,250000,0.10869565,161000,0.07,82000,0.03565217,177000,0.07695652,185000,0.08043478,164000,0.07130435,678000,0.29478261,279000,0.12130435,243000,0.10565217,150000,0.06521739,1145000,0.49782609,78000,0.03391304,156000,0.06782609,144000,0.0626087,119000,0.05173913,468000,0.20347826,234000,0.10173913,155000,0.0673913,200000,0.08695652,126000,0.05478261,72000,0.03130435,156000,0.06782609,147000,0.06391304,112000,0.04869565
user_0009,2025-07,2025-08,2025-09,2025-10,2300000,train,713000,0.31,348000,0.15130435,248000,0.10782609,250000,0.10869565,161000,0.07,82000,0.03565217,177000,0.07695652,185000,0.08043478,164000,0.07130435,678000,0.29478261,279000,0.12130435,243000,0.10565217,150000,0.06521739,1145000,0.49782609,78000,0.03391304,156000,0.06782609,144000,0.0626087,119000,0.05173913,468000,0.20347826,234000,0.10173913,155000,0.0673913,200000,0.08695652,126000,0.05478261,72000,0.03130435,156000,0.06782609,147000,0.06391304,112000,0.04869565,721000,0.31347826,330000,0.14347826,234000,0.10173913,200000,0.08695652,182000,0.07913043,78000,0.03391304,159000,0.06913043,170000,0.07391304,152000,0.06608696
