user_id,month,user_segment,monthly_income,total_income,total_expense,spending_ratio,savings_ratio,budget_utilization,has_savings,has_debt,debt_ratio,expense_volatility,n_transactions,top_category_ratio,cashflow_score,budget_discipline_score,savings_readiness_score,spending_stability_score,debt_risk_score,health_score,primary_explanation_codes,split
user_0003,2026-04,freelancer,9000000,10950000,7773000,0.7098630136986301,0.29013698630136986,1.291304971321671,True,False,0.0,0.13874759164553552,67,0.21793387366525152,100.0,30.0,100.0,96.948,100.0,82.042,budget_utilization_above_80_percent,demo_holdout
user_0003,2026-05,freelancer,9000000,11250000,9453000,0.8402666666666667,0.15973333333333334,0.9498263547028262,True,False,0.0,0.13128279658898,55,0.2756796784089707,84.375,70.035,100.0,98.163,100.0,87.546,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,demo_holdout
user_0004,2026-03,pelajar_mahasiswa,2900000,3175000,2470000,0.7779527559055118,0.2220472440944882,0.9364143770483315,False,True,0.18,0.0,73,0.33076923076923076,100.0,72.717,100.0,100.0,77.6,90.939,budget_utilization_above_80_percent,train
user_0004,2026-04,pelajar_mahasiswa,2900000,3175000,2779000,0.8752755905511811,0.1247244094488189,1.0713387312512577,False,True,0.18,0.08325242727629766,53,0.2885930190716085,94.372,45.732,100.0,100.0,77.6,82.505,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0004,2026-05,pelajar_mahasiswa,2900000,3250000,2586000,0.7956923076923077,0.2043076923076923,0.9688106455248455,False,True,0.18,0.05976673345849174,60,0.3147718484145398,100.0,66.238,100.0,100.0,77.6,89.319,budget_utilization_above_80_percent,train
user_0005,2025-06,pelajar_mahasiswa,2250000,2025000,2450000,1.0888888888888888,0.0,1.3100608336804953,False,False,0.0,0.0,60,0.4097959183673469,30.0,30.0,30.0,100.0,100.0,47.5,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0005,2025-07,pelajar_mahasiswa,2250000,2125000,1600000,0.7111111111111111,0.28888888888888886,0.7706581910943332,False,False,0.0,0.2968102538313903,66,0.265625,100.0,100.0,100.0,71.217,100.0,95.683,expense_volatility_high,train
user_0005,2025-08,pelajar_mahasiswa,2250000,2500000,3180000,1.272,0.0,1.6392181451178525,False,False,0.0,0.32811582113641846,52,0.4921383647798742,30.0,30.0,30.0,66.121,100.0,42.418,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0005,2025-09,pelajar_mahasiswa,2250000,2050000,1610000,0.7155555555555555,0.28444444444444444,0.867825628526848,False,False,0.0,0.42692038511959596,56,0.2503105590062112,100.0,86.435,100.0,50.036,100.0,89.114,budget_utilization_above_80_percent|expense_volatility_high,train
user_0005,2025-10,pelajar_mahasiswa,2250000,2100000,1657000,0.7364444444444445,0.26355555555555554,0.7926036248852867,False,False,0.0,0.4156265204985424,52,0.3283041641520821,100.0,100.0,100.0,51.875,100.0,92.781,expense_volatility_high,train
user_0005,2025-11,pelajar_mahasiswa,2250000,2150000,1599000,0.7106666666666667,0.28933333333333333,0.7805476464216301,False,False,0.0,0.018992505303020178,54,0.33270794246404,100.0,100.0,100.0,100.0,100.0,100.0,healthy_baseline,train
user_0005,2025-12,pelajar_mahasiswa,2250000,2150000,2239000,0.9951111111111111,0.004888888888888889,1.0327935238686965,False,False,0.0,0.19323987209906304,45,0.31755247878517195,50.222,53.441,30.0,88.077,100.0,57.639,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0005,2026-01,pelajar_mahasiswa,2250000,2400000,2177000,0.9070833333333334,0.09291666666666666,1.0359166715412707,False,False,0.0,0.17604501431630404,56,0.3532384014699127,82.654,52.817,100.0,90.876,100.0,81.632,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0005,2026-02,pelajar_mahasiswa,2250000,2200000,2071000,0.9204444444444444,0.07955555555555556,1.1073058909673266,False,False,0.0,0.039288526279038734,51,0.32544664413326896,77.731,38.539,99.444,100.0,100.0,77.843,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0005,2026-03,pelajar_mahasiswa,2250000,2075000,1560000,0.6933333333333334,0.30666666666666664,0.8321996533277021,False,False,0.0,0.1704083646432492,59,0.26474358974358975,100.0,93.56,100.0,91.794,100.0,97.159,budget_utilization_above_80_percent,train
user_0005,2026-04,pelajar_mahasiswa,2250000,2350000,1685000,0.7170212765957447,0.28297872340425534,0.9313951781693278,False,False,0.0,0.15032593205797817,67,0.26409495548961426,100.0,73.721,100.0,95.063,100.0,92.69,budget_utilization_above_80_percent,train
user_0005,2026-05,pelajar_mahasiswa,2250000,2275000,1819000,0.7995604395604395,0.20043956043956043,0.928183406852106,False,False,0.0,0.07673344736619259,62,0.3166575041231446,100.0,74.363,100.0,100.0,100.0,93.591,budget_utilization_above_80_percent,train
user_0006,2026-03,pelajar_mahasiswa,2000000,2150000,1729000,0.804186046511628,0.1958139534883721,1.0928523446809892,True,False,0.0,0.0,60,0.3319838056680162,100.0,41.43,100.0,100.0,100.0,85.357,budget_utilization_above_80_percent,train
user_0006,2026-04,pelajar_mahasiswa,2000000,2125000,3499000,1.6465882352941177,0.0,2.5848911726768584,True,False,0.0,0.4787983942999958,67,0.5730208631037439,30.0,30.0,30.0,41.591,100.0,38.739,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0006,2026-05,pelajar_mahasiswa,2000000,2200000,1805000,0.8204545454545454,0.17954545454545454,1.0995491477925046,True,False,0.0,0.4268558624793688,52,0.29418282548476454,100.0,40.09,100.0,50.047,100.0,77.53,budget_utilization_above_80_percent|expense_volatility_high,train
user_0007,2025-09,pelajar_mahasiswa,1300000,1400000,1551000,1.1078571428571429,0.0,1.2863394731630027,False,False,0.0,0.0,50,0.29916183107672467,30.0,30.0,30.0,100.0,100.0,47.5,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0007,2025-10,pelajar_mahasiswa,1300000,1225000,1259000,0.9684615384615385,0.031538461538461536,1.189018424990647,False,False,0.0,0.14695742356332517,53,0.27243844320889593,60.04,30.0,39.423,95.612,100.0,57.738,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0007,2025-11,pelajar_mahasiswa,1300000,1400000,1286000,0.9185714285714286,0.08142857142857143,1.2297738426361615,False,False,0.0,0.11818196815201107,43,0.276049766718507,78.421,30.0,100.0,100.0,100.0,76.026,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0007,2025-12,pelajar_mahasiswa,1300000,1325000,1897000,1.4316981132075473,0.0,1.4567436609944349,False,False,0.0,0.24367934924904658,54,0.5176594623089088,30.0,30.0,30.0,79.866,100.0,44.48,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0007,2026-01,pelajar_mahasiswa,1300000,1450000,1204000,0.8303448275862069,0.1696551724137931,1.041842621079303,False,False,0.0,0.25894137041157655,58,0.27408637873754155,100.0,51.631,100.0,77.382,100.0,84.515,budget_utilization_above_80_percent|expense_volatility_high,validation
user_0007,2026-02,pelajar_mahasiswa,1300000,1175000,1223000,0.9407692307692308,0.05923076923076923,1.0031069801658037,False,False,0.0,0.27386672751511215,45,0.3172526573998365,70.243,59.379,74.038,74.952,100.0,71.968,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,validation
user_0007,2026-03,pelajar_mahasiswa,1300000,1275000,1162000,0.8938461538461538,0.10615384615384615,1.0688778409318604,False,False,0.0,0.026091651955662095,49,0.2521514629948365,87.53,46.224,100.0,100.0,100.0,82.815,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0007,2026-04,pelajar_mahasiswa,1300000,1225000,1002000,0.7707692307692308,0.22923076923076924,0.8435903723919931,False,False,0.0,0.10109467132673709,56,0.27245508982035926,100.0,91.282,100.0,100.0,100.0,97.82,budget_utilization_above_80_percent,validation
user_0007,2026-05,pelajar_mahasiswa,1300000,1300000,1128000,0.8676923076923077,0.13230769230769232,0.9555751377121696,False,False,0.0,0.07681634808780512,62,0.24645390070921985,97.166,68.885,100.0,100.0,100.0,91.371,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0008,2025-07,pelajar_mahasiswa,2050000,1875000,1460000,0.7121951219512195,0.28780487804878047,0.7568211892137163,False,False,0.0,0.0,48,0.2684931506849315,100.0,100.0,100.0,100.0,100.0,100.0,healthy_baseline,train
user_0008,2025-08,pelajar_mahasiswa,2050000,1975000,1443000,0.7039024390243902,0.29609756097560974,0.7491121880534884,False,False,0.0,0.008281650210245475,53,0.2938322938322938,100.0,100.0,100.0,100.0,100.0,100.0,healthy_baseline,train
user_0008,2025-09,pelajar_mahasiswa,2050000,2125000,1756000,0.8263529411764706,0.1736470588235294,1.0398446731993245,False,False,0.0,0.11333452834573596,58,0.2853075170842825,100.0,52.031,100.0,100.0,100.0,88.008,budget_utilization_above_80_percent,train
user_0008,2025-10,pelajar_mahasiswa,2050000,1875000,1523000,0.7429268292682927,0.2570731707317073,0.8001269339675547,False,False,0.0,0.10331196798455528,61,0.3217334208798424,100.0,99.975,100.0,100.0,100.0,99.994,budget_utilization_above_80_percent,train
user_0008,2025-11,pelajar_mahasiswa,2050000,2000000,1601000,0.7809756097560976,0.21902439024390244,0.7925192867291654,False,False,0.0,0.07291080363165245,56,0.316052467207995,100.0,100.0,100.0,100.0,100.0,100.0,healthy_baseline,train
user_0008,2025-12,pelajar_mahasiswa,2050000,2275000,3016000,1.3257142857142856,0.0,1.758554803164895,False,False,0.0,0.4106055707311917,60,0.33819628647214856,30.0,30.0,30.0,52.692,100.0,40.404,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0008,2026-01,pelajar_mahasiswa,2050000,2225000,1490000,0.6696629213483146,0.3303370786516854,0.9304082053710471,False,False,0.0,0.41794941701991556,60,0.2778523489932886,100.0,73.918,100.0,51.497,100.0,86.204,budget_utilization_above_80_percent|expense_volatility_high,train
user_0008,2026-02,pelajar_mahasiswa,2050000,2275000,2072000,0.9107692307692308,0.08923076923076922,1.1158049283419211,False,False,0.0,0.35122663449808705,48,0.35086872586872586,81.296,36.839,100.0,62.358,100.0,72.952,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|expense_volatility_high,train
user_0008,2026-03,pelajar_mahasiswa,2050000,1875000,1854000,0.904390243902439,0.09560975609756098,0.921430838212779,False,False,0.0,0.162870907832774,49,0.3333333333333333,83.646,75.714,100.0,93.021,100.0,87.975,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0008,2026-04,pelajar_mahasiswa,2050000,2150000,1825000,0.8488372093023255,0.1511627906976744,0.9857234451971295,False,False,0.0,0.07043026291185134,60,0.3156164383561644,100.0,62.855,100.0,100.0,100.0,90.714,budget_utilization_above_80_percent,train
user_0008,2026-05,pelajar_mahasiswa,2050000,2100000,2139000,1.0185714285714285,0.0,1.1127593620294123,False,False,0.0,0.08947574424808015,55,0.2865825151940159,41.579,37.448,30.0,100.0,100.0,52.836,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0009,2025-06,pelajar_mahasiswa,2300000,2125000,2073000,0.9013043478260869,0.09869565217391305,1.1471199188679073,True,False,0.0,0.0,59,0.2961890979257115,84.783,30.576,100.0,100.0,100.0,78.079,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0009,2025-07,pelajar_mahasiswa,2300000,2450000,2328000,0.950204081632653,0.04979591836734694,1.1577939785466222,True,False,0.0,0.08194148111909548,64,0.30627147766323026,66.767,30.0,62.245,100.0,100.0,64.979,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0009,2025-08,pelajar_mahasiswa,2300000,2450000,2992000,1.2212244897959184,0.0,1.4249399402189487,True,False,0.0,0.19251710546599377,46,0.3826871657754011,30.0,30.0,30.0,88.195,100.0,45.729,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0009,2025-09,pelajar_mahasiswa,2300000,2100000,1670000,0.7260869565217392,0.27391304347826084,0.9566801796951532,True,False,0.0,0.28369196106654965,45,0.28023952095808385,100.0,68.664,100.0,73.352,100.0,88.169,budget_utilization_above_80_percent|expense_volatility_high,train
user_0009,2025-10,pelajar_mahasiswa,2300000,2350000,2226000,0.9472340425531914,0.05276595744680851,1.144737850552864,True,False,0.0,0.2891001994531438,49,0.3238993710691824,67.861,31.052,65.957,72.472,100.0,62.184,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0009,2025-11,pelajar_mahasiswa,2300000,2350000,2135000,0.9085106382978724,0.09148936170212765,1.0990222836881334,True,False,0.0,0.1483478657652828,45,0.2459016393442623,82.128,40.196,100.0,95.385,100.0,78.995,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0009,2025-12,pelajar_mahasiswa,2300000,2300000,1672000,0.7269565217391304,0.27304347826086955,0.8636786369306695,True,False,0.0,0.14773124275963756,61,0.29545454545454547,100.0,87.264,100.0,95.486,100.0,96.139,budget_utilization_above_80_percent,train
user_0009,2026-01,pelajar_mahasiswa,2300000,2225000,1623000,0.7056521739130435,0.29434782608695653,0.7708094629200798,True,False,0.0,0.15608981517703951,64,0.28835489833641403,100.0,100.0,100.0,94.125,100.0,99.119,healthy_baseline,train
user_0009,2026-02,pelajar_mahasiswa,2300000,2175000,1535000,0.6673913043478261,0.33260869565217394,0.7375813548880499,True,False,0.0,0.04311740221567314,56,0.31205211726384363,100.0,100.0,100.0,100.0,100.0,100.0,healthy_baseline,train
user_0009,2026-03,pelajar_mahasiswa,2300000,2200000,3204000,1.3930434782608696,0.0,1.4990250237288991,True,False,0.0,0.4428915702892108,62,0.4322721598002497,30.0,30.0,30.0,47.436,100.0,39.615,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0009,2026-04,pelajar_mahasiswa,2300000,2250000,1758000,0.7643478260869565,0.23565217391304347,0.8601088165032923,True,False,0.0,0.4183974675408717,47,0.350967007963595,100.0,87.978,100.0,51.424,100.0,89.708,budget_utilization_above_80_percent|expense_volatility_high,train
user_0009,2026-05,pelajar_mahasiswa,2300000,2075000,2016000,0.8765217391304347,0.12347826086956522,1.0857229240256716,True,False,0.0,0.3315715273571648,57,0.30456349206349204,93.913,42.855,100.0,65.558,100.0,78.721,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|expense_volatility_high,train
user_0010,2025-06,pelajar_mahasiswa,2250000,2400000,2163000,0.90125,0.09875,1.0878203913276048,False,False,0.0,0.0,55,0.3282478039759593,84.803,42.436,100.0,100.0,100.0,81.05,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0010,2025-07,pelajar_mahasiswa,2250000,2250000,1956000,0.8693333333333333,0.13066666666666665,0.9000625099761107,False,False,0.0,0.07107118412508634,54,0.32719836400818,96.561,79.987,100.0,100.0,100.0,93.965,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,train
user_0010,2025-08,pelajar_mahasiswa,2250000,2150000,1547000,0.6875555555555556,0.31244444444444447,0.6679819175224805,False,False,0.0,0.16597498595391919,54,0.34841628959276016,100.0,100.0,100.0,92.516,100.0,98.877,healthy_baseline,train
user_0010,2025-09,pelajar_mahasiswa,2250000,2475000,1818000,0.7345454545454545,0.26545454545454544,0.8356452644978963,False,False,0.0,0.11731229311611306,53,0.3096809680968097,100.0,92.871,100.0,100.0,100.0,98.218,budget_utilization_above_80_percent,train
user_0010,2025-10,pelajar_mahasiswa,2250000,2475000,2066000,0.8347474747474748,0.16525252525252526,1.0151035387814848,False,False,0.0,0.14339067856127016,58,0.2962245885769603,100.0,56.979,100.0,96.192,100.0,88.674,budget_utilization_above_80_percent,train
user_0010,2025-11,pelajar_mahasiswa,2250000,2225000,1810000,0.8044444444444444,0.19555555555555557,0.9003050527976728,False,False,0.0,0.07668453276569138,47,0.27569060773480664,100.0,79.939,100.0,100.0,100.0,94.985,budget_utilization_above_80_percent,train
user_0010,2025-12,pelajar_mahasiswa,2250000,2225000,1808000,0.8035555555555556,0.19644444444444445,0.9185668149361607,False,False,0.0,0.07831582805706735,58,0.2665929203539823,100.0,76.287,100.0,100.0,100.0,94.072,budget_utilization_above_80_percent,train
user_0010,2026-01,pelajar_mahasiswa,2250000,2450000,1962000,0.8008163265306123,0.19918367346938776,0.9692005371172038,False,False,0.0,0.047494758764210526,51,0.31345565749235477,100.0,66.16,100.0,100.0,100.0,91.54,budget_utilization_above_80_percent,train
user_0010,2026-02,pelajar_mahasiswa,2250000,2175000,1926000,0.856,0.144,1.017374778563803,False,False,0.0,0.042427878403980074,60,0.2881619937694704,100.0,56.525,100.0,100.0,100.0,89.131,budget_utilization_above_80_percent,train
user_0010,2026-03,pelajar_mahasiswa,2250000,2125000,2247000,0.9986666666666667,0.0013333333333333333,0.9056439255393711,False,False,0.0,0.08599547205872524,46,0.4561637739207833,48.912,78.871,30.0,100.0,100.0,65.391,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,train
user_0010,2026-04,pelajar_mahasiswa,2250000,2300000,1729000,0.7517391304347826,0.2482608695652174,0.8359735570029554,False,False,0.0,0.13290168535044547,51,0.2724117987275882,100.0,92.805,100.0,97.9,100.0,97.886,budget_utilization_above_80_percent,train
user_0010,2026-05,pelajar_mahasiswa,2250000,2375000,4384000,1.8458947368421053,0.0,2.7753639243613084,False,False,0.0,0.5050365734738752,64,0.572536496350365,30.0,30.0,30.0,37.32,100.0,38.098,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,train
user_0011,2025-06,pelajar_mahasiswa,1500000,1650000,1557000,0.9436363636363636,0.056363636363636366,1.0683099455563223,False,True,0.18,0.0,43,0.29929351316634556,69.187,46.338,70.455,100.0,77.6,69.191,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0011,2025-07,pelajar_mahasiswa,1500000,1550000,1486000,0.9587096774193549,0.04129032258064516,1.0947634013521013,False,True,0.18,0.03299676731136699,52,0.29071332436069985,63.633,41.047,51.613,100.0,77.6,62.434,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0011,2025-08,pelajar_mahasiswa,1500000,1575000,1353000,0.8590476190476191,0.14095238095238094,0.9405849500293945,False,True,0.18,0.07067221824774055,56,0.32076866223207684,100.0,71.883,100.0,100.0,77.6,90.731,budget_utilization_above_80_percent,validation
user_0011,2025-09,pelajar_mahasiswa,1500000,1525000,1429000,0.9370491803278689,0.06295081967213115,1.161937607179932,False,True,0.18,0.04690192626621409,67,0.3002099370188943,71.613,30.0,78.689,100.0,77.6,67.482,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0011,2025-10,pelajar_mahasiswa,1500000,1575000,1442000,0.9155555555555556,0.08444444444444445,1.1150904924210208,False,True,0.18,0.03414265722080083,57,0.34396671289875175,79.532,36.982,100.0,100.0,77.6,75.865,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0011,2025-11,pelajar_mahasiswa,1500000,1675000,2373000,1.4167164179104477,0.0,1.7401223950499312,False,True,0.18,0.30967099819018973,51,0.449220396123051,30.0,30.0,30.0,69.123,77.6,40.628,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,validation
user_0011,2025-12,pelajar_mahasiswa,1500000,1550000,1548000,0.9987096774193548,0.0012903225806451613,1.1423945873248198,False,True,0.18,0.28510723190880405,48,0.32751937984496127,48.896,31.521,30.0,73.122,77.6,47.278,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,validation
user_0011,2026-01,pelajar_mahasiswa,1500000,1375000,2782000,1.8546666666666667,0.0,1.8455372721782777,False,True,0.18,0.2813268796914055,62,0.6728971962616822,30.0,30.0,30.0,73.737,77.6,41.321,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,validation
user_0011,2026-02,pelajar_mahasiswa,1500000,1550000,1251000,0.8070967741935484,0.1929032258064516,1.0009100980743757,False,True,0.18,0.43641813390816303,67,0.28776978417266186,100.0,59.818,100.0,48.49,77.6,79.988,budget_utilization_above_80_percent|expense_volatility_high,validation
user_0011,2026-03,pelajar_mahasiswa,1500000,1650000,1561000,0.946060606060606,0.05393939393939394,1.223859970036514,False,True,0.18,0.43407949967477044,57,0.29276105060858426,68.293,30.0,67.424,48.871,77.6,56.564,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target|expense_volatility_high,validation
user_0011,2026-04,pelajar_mahasiswa,1500000,1525000,1077000,0.7062295081967213,0.2937704918032787,0.9399387731627509,False,True,0.18,0.18912102655813898,46,0.28040854224698236,100.0,72.012,100.0,88.748,77.6,89.075,budget_utilization_above_80_percent,validation
user_0011,2026-05,pelajar_mahasiswa,1500000,1550000,1244000,0.8025806451612904,0.19741935483870968,0.9786003274362322,False,True,0.18,0.1899872072022258,66,0.3183279742765273,100.0,64.28,100.0,88.607,77.6,87.121,budget_utilization_above_80_percent,validation
user_0012,2025-09,pelajar_mahasiswa,3000000,3025000,2782000,0.9196694214876033,0.0803305785123967,0.8725928016686161,False,True,0.18,0.0,50,0.43134435657800146,78.017,85.481,100.0,100.0,77.6,87.535,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0012,2025-10,pelajar_mahasiswa,3000000,3100000,2367000,0.7635483870967742,0.2364516129032258,0.8981481331640963,False,True,0.18,0.11398303134294706,60,0.3269961977186312,100.0,80.37,100.0,100.0,77.6,92.853,budget_utilization_above_80_percent,validation
user_0012,2025-11,pelajar_mahasiswa,3000000,2725000,2164000,0.7213333333333334,0.2786666666666667,0.757394310130477,False,True,0.18,0.12922280174825923,50,0.31146025878003697,100.0,100.0,100.0,98.499,77.6,97.535,healthy_baseline,validation
user_0012,2025-12,pelajar_mahasiswa,3000000,3225000,3356000,1.0406201550387597,0.0,1.2713326109641332,False,True,0.18,0.24257495873305077,65,0.30125148986889155,33.456,30.0,30.0,80.046,77.6,43.304,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0012,2026-01,pelajar_mahasiswa,3000000,2750000,2123000,0.7076666666666667,0.29233333333333333,0.7548838776634867,False,True,0.18,0.2748936149498853,45,0.29156853509185116,100.0,100.0,100.0,74.785,77.6,93.978,expense_volatility_high,validation
user_0012,2026-02,pelajar_mahasiswa,3000000,3175000,2285000,0.7196850393700788,0.2803149606299213,0.8246146371679157,False,True,0.18,0.2588955337872984,57,0.2634573304157549,100.0,95.077,100.0,77.389,77.6,93.138,budget_utilization_above_80_percent|expense_volatility_high,validation
user_0012,2026-03,pelajar_mahasiswa,3000000,3300000,3018000,0.9145454545454546,0.08545454545454545,1.051775752400326,False,True,0.18,0.1926578390006936,68,0.2717031146454606,79.904,49.645,100.0,88.172,77.6,77.368,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent,validation
user_0012,2026-04,pelajar_mahasiswa,3000000,2750000,3144000,1.048,0.0,1.0779822305256879,False,True,0.18,0.16474566419454434,57,0.4198473282442748,30.737,44.404,30.0,92.716,77.6,47.989,spending_ratio_above_segment_threshold|budget_utilization_above_80_percent|savings_ratio_below_segment_target,validation
user_0012,2026-05,pelajar_mahasiswa,3000000,2775000,2557000,0.8523333333333334,0.14766666666666667,0.9892336510914332,False,True,0.18,0.1063269552310635,60,0.33476730543605787,100.0,62.153,100.0,100.0,77.6,88.298,budget_utilization_above_80_percent,validation
