transaction_date,user_id,total_spending,n_transactions,avg_spending,monthly_income,spending_ratio,savings_ratio
2025-06,user_0086,21095000,49,430510.20408163266,11250000,1.8751111111111112,-0.8751111111111111
2025-06,user_0087,12159000,56,217125.0,6950000,1.7494964028776978,-0.7494964028776978
2025-06,user_0088,22462000,47,477914.89361702127,12050000,1.8640663900414938,-0.8640663900414938
2025-06,user_0089,20991000,48,437312.5,11950000,1.7565690376569039,-0.7565690376569038
2025-06,user_0091,9124000,61,149573.77049180327,5550000,1.643963963963964,-0.6439639639639639
2025-06,user_0092,18312000,52,352153.8461538461,10800000,1.6955555555555555,-0.6955555555555556
2025-06,user_0094,18868000,75,251573.33333333334,10300000,1.8318446601941747,-0.8318446601941748
2025-06,user_0095,17511000,56,312696.4285714286,9600000,1.8240625,-0.8240625
2025-06,user_0096,22606000,54,418629.6296296296,13650000,1.6561172161172162,-0.6561172161172161
2025-06,user_0097,17921000,63,284460.31746031746,9300000,1.926989247311828,-0.926989247311828
2025-06,user_0098,22648000,57,397333.3333333333,12950000,1.7488803088803089,-0.7488803088803089
2025-06,user_0099,22663000,54,419685.18518518517,13650000,1.6602930402930403,-0.6602930402930403
2025-06,user_0100,21022000,52,404269.23076923075,10950000,1.9198173515981736,-0.9198173515981735
2025-06,user_0101,8560000,43,199069.76744186046,4800000,1.7833333333333334,-0.7833333333333333
2025-06,user_0102,14138000,62,228032.25806451612,8450000,1.6731360946745562,-0.6731360946745563
2025-06,user_0103,12157000,54,225129.62962962964,6450000,1.8848062015503877,-0.8848062015503876
2025-06,user_0104,16826000,42,400619.04761904763,8400000,2.0030952380952383,-1.003095238095238
2025-06,user_0105,20084000,59,340406.77966101695,12050000,1.6667219917012448,-0.6667219917012448
2025-06,user_0106,13034000,48,271541.6666666667,7850000,1.6603821656050954,-0.6603821656050956
2025-06,user_0107,13727000,57,240824.56140350876,7050000,1.9470921985815604,-0.9470921985815602
2025-06,user_0108,13390000,54,247962.96296296295,7700000,1.738961038961039,-0.7389610389610389
2025-06,user_0109,17094000,53,322528.30188679247,10000000,1.7094,-0.7094
2025-06,user_0110,15234000,59,258203.38983050847,8250000,1.8465454545454545,-0.8465454545454546
2025-06,user_0111,19762000,59,334949.1525423729,11900000,1.660672268907563,-0.660672268907563
2025-06,user_0113,16367000,52,314750.0,9600000,1.7048958333333333,-0.7048958333333334
2025-06,user_0114,7609000,46,165413.04347826086,4500000,1.6908888888888889,-0.6908888888888889
2025-06,user_0115,11280000,50,225600.0,6000000,1.88,-0.88
2025-06,user_0117,9597000,55,174490.9090909091,5950000,1.6129411764705883,-0.6129411764705882
2025-06,user_0119,16801000,50,336020.0,9700000,1.732061855670103,-0.7320618556701031
2025-06,user_0120,17547000,48,365562.5,9850000,1.7814213197969544,-0.7814213197969543
2025-06,user_0122,17054000,57,299192.98245614034,8950000,1.9054748603351956,-0.9054748603351955
2025-06,user_0124,13100000,54,242592.59259259258,7650000,1.7124183006535947,-0.7124183006535948
2025-06,user_0125,16418000,49,335061.2244897959,9550000,1.7191623036649215,-0.7191623036649215
2025-06,user_0126,18401000,54,340759.25925925927,10000000,1.8401,-0.8401
2025-06,user_0127,23948000,53,451849.0566037736,13700000,1.748029197080292,-0.7480291970802919
2025-06,user_0128,24800000,44,563636.3636363636,13750000,1.8036363636363637,-0.8036363636363636
2025-06,user_0129,10978000,50,219560.0,6550000,1.676030534351145,-0.676030534351145
2025-06,user_0130,23668000,68,348058.82352941175,13500000,1.7531851851851852,-0.7531851851851852
2025-06,user_0131,19972000,41,487121.9512195122,11000000,1.8156363636363637,-0.8156363636363636
2025-06,user_0132,23916000,64,373687.5,12200000,1.960327868852459,-0.960327868852459
2025-06,user_0133,13457000,49,274632.6530612245,7850000,1.714267515923567,-0.7142675159235669
2025-06,user_0134,16605000,65,255461.53846153847,9650000,1.7207253886010363,-0.7207253886010363
2025-06,user_0136,11065000,62,178467.74193548388,6600000,1.6765151515151515,-0.6765151515151515
2025-06,user_0138,9603000,64,150046.875,5800000,1.6556896551724138,-0.6556896551724138
2025-06,user_0139,13609000,63,216015.87301587302,7900000,1.7226582278481013,-0.7226582278481013
2025-06,user_0140,18464000,63,293079.3650793651,11250000,1.6412444444444445,-0.6412444444444444
2025-06,user_0141,45114000,48,939875.0,17750000,2.5416338028169014,-1.5416338028169014
2025-06,user_0142,8980000,63,142539.68253968254,5700000,1.575438596491228,-0.5754385964912281
2025-06,user_0145,13769000,62,222080.64516129033,10750000,1.2808372093023255,-0.2808372093023256
2025-06,user_0146,19118000,60,318633.3333333333,15400000,1.2414285714285713,-0.24142857142857144
2025-06,user_0147,11577000,56,206732.14285714287,6300000,1.8376190476190477,-0.8376190476190476
2025-06,user_0148,12747000,54,236055.55555555556,6300000,2.0233333333333334,-1.0233333333333334
2025-06,user_0150,8463000,39,217000.0,6950000,1.2176978417266187,-0.2176978417266187
2025-06,user_0155,7803000,57,136894.73684210525,3050000,2.558360655737705,-1.558360655737705
2025-06,user_0156,23759000,66,359984.8484848485,11750000,2.0220425531914894,-1.0220425531914894
2025-06,user_0157,6691000,44,152068.18181818182,5900000,1.1340677966101695,-0.1340677966101695
2025-06,user_0158,10642000,48,221708.33333333334,5050000,2.1073267326732674,-1.1073267326732674
2025-06,user_0159,24588000,61,403081.9672131148,15900000,1.5464150943396227,-0.5464150943396227
2025-06,user_0160,34495000,53,650849.0566037736,16850000,2.047181008902077,-1.0471810089020772
2025-06,user_0161,33728000,57,591719.298245614,14700000,2.294421768707483,-1.294421768707483
2025-06,user_0162,6441000,54,119277.77777777778,4250000,1.5155294117647058,-0.5155294117647059
2025-06,user_0164,30195000,80,377437.5,15750000,1.917142857142857,-0.9171428571428571
2025-06,user_0167,30467000,63,483603.1746031746,15650000,1.946773162939297,-0.9467731629392971
2025-06,user_0168,30842000,58,531758.6206896552,15850000,1.9458675078864354,-0.9458675078864354
2025-06,user_0171,16627000,58,286672.4137931034,10900000,1.5254128440366972,-0.5254128440366973
2025-06,user_0172,17604000,61,288590.1639344262,7950000,2.2143396226415093,-1.2143396226415095
2025-06,user_0173,15942000,55,289854.54545454547,8150000,1.9560736196319017,-0.9560736196319018
2025-06,user_0174,23499000,65,361523.07692307694,10600000,2.21688679245283,-1.2168867924528302
2025-06,user_0175,17049000,53,321679.24528301886,6650000,2.5637593984962406,-1.5637593984962406
2025-07,user_0003,14525000,63,230555.55555555556,9000000,1.613888888888889,-0.6138888888888889
2025-07,user_0005,3725000,66,56439.393939393936,2250000,1.6555555555555554,-0.6555555555555556
2025-07,user_0008,3335000,48,69479.16666666667,2050000,1.6268292682926828,-0.6268292682926829
2025-07,user_0009,4778000,64,74656.25,2300000,2.077391304347826,-1.077391304347826
2025-07,user_0010,4206000,54,77888.88888888889,2250000,1.8693333333333333,-0.8693333333333333
2025-07,user_0011,3036000,52,58384.61538461538,1500000,2.024,-1.024
2025-07,user_0013,1938000,48,40375.0,900000,2.1533333333333333,-1.1533333333333333
2025-07,user_0014,2808000,52,54000.0,1650000,1.701818181818182,-0.7018181818181818
2025-07,user_0015,4516000,54,83629.62962962964,2250000,2.007111111111111,-1.007111111111111
2025-07,user_0016,2844000,61,46622.95081967213,1100000,2.5854545454545454,-1.5854545454545454
2025-07,user_0017,3150000,48,65625.0,1700000,1.8529411764705883,-0.8529411764705882
2025-07,user_0018,2487000,59,42152.542372881355,1450000,1.7151724137931035,-0.7151724137931035
2025-07,user_0019,4429000,65,68138.46153846153,2450000,1.8077551020408162,-0.8077551020408164
2025-07,user_0020,5872000,55,106763.63636363637,3250000,1.8067692307692307,-0.8067692307692308
2025-07,user_0021,6733000,61,110377.04918032787,3350000,2.009850746268657,-1.0098507462686568
2025-07,user_0022,6664000,54,123407.4074074074,2650000,2.5147169811320755,-1.5147169811320755
2025-07,user_0023,2313000,59,39203.38983050847,1250000,1.8504,-0.8504
2025-07,user_0024,3781000,52,72711.53846153847,2050000,1.844390243902439,-0.844390243902439
2025-07,user_0025,4487000,67,66970.14925373135,2700000,1.661851851851852,-0.6618518518518518
2025-07,user_0026,4175000,55,75909.09090909091,2050000,2.0365853658536586,-1.0365853658536586
2025-07,user_0027,2985000,56,53303.57142857143,1800000,1.6583333333333334,-0.6583333333333333
2025-07,user_0029,2331000,61,38213.11475409836,1100000,2.119090909090909,-1.1190909090909091
2025-07,user_0030,3941000,55,71654.54545454546,2050000,1.9224390243902438,-0.922439024390244
2025-07,user_0031,6483000,59,109881.35593220338,3500000,1.8522857142857143,-0.8522857142857143
2025-07,user_0032,4795000,62,77338.70967741935,2150000,2.230232558139535,-1.2302325581395348
2025-07,user_0033,5808000,53,109584.90566037736,3000000,1.936,-0.936
2025-07,user_0034,2622000,68,38558.82352941176,1050000,2.4971428571428573,-1.497142857142857
2025-07,user_0035,3833000,58,66086.20689655172,2350000,1.631063829787234,-0.6310638297872341
2025-07,user_0036,5839000,56,104267.85714285714,3100000,1.8835483870967742,-0.8835483870967742
2025-07,user_0037,2543000,59,43101.69491525424,1450000,1.7537931034482759,-0.7537931034482759
2025-07,user_0038,5117000,60,85283.33333333333,2850000,1.795438596491228,-0.7954385964912281
2025-07,user_0039,6454000,54,119518.51851851853,3450000,1.8707246376811595,-0.8707246376811594
2025-07,user_0040,5158000,65,79353.84615384616,2450000,2.1053061224489795,-1.1053061224489795
2025-07,user_0041,2125000,55,38636.36363636364,900000,2.361111111111111,-1.3611111111111112
2025-07,user_0042,5390000,57,94561.40350877192,2800000,1.925,-0.925
2025-07,user_0043,4767000,55,86672.72727272728,2300000,2.072608695652174,-1.0726086956521739
2025-07,user_0044,2227000,64,34796.875,1050000,2.120952380952381,-1.120952380952381
2025-07,user_0046,5729000,59,97101.69491525424,3200000,1.7903125,-0.7903125
2025-07,user_0048,3467000,63,55031.74603174603,1850000,1.874054054054054,-0.874054054054054
2025-07,user_0049,4293000,61,70377.04918032787,2350000,1.8268085106382979,-0.8268085106382979
2025-07,user_0051,3680000,54,68148.14814814815,1900000,1.936842105263158,-0.9368421052631579
2025-07,user_0052,4753000,73,65109.58904109589,1850000,2.5691891891891894,-1.5691891891891891
2025-07,user_0053,2036000,50,40720.0,950000,2.143157894736842,-1.1431578947368422
2025-07,user_0054,2324000,56,41500.0,1050000,2.2133333333333334,-1.2133333333333334
2025-07,user_0055,5549000,50,110980.0,2900000,1.913448275862069,-0.913448275862069
2025-07,user_0056,3397000,57,59596.491228070176,1900000,1.7878947368421052,-0.7878947368421053
2025-07,user_0057,1725000,64,26953.125,900000,1.9166666666666667,-0.9166666666666666
2025-07,user_0059,3341000,52,64250.0,2050000,1.6297560975609755,-0.6297560975609756
2025-07,user_0060,5400000,59,91525.42372881356,2600000,2.076923076923077,-1.0769230769230769
2025-07,user_0063,3706000,66,56151.51515151515,1750000,2.117714285714286,-1.1177142857142857
2025-07,user_0065,5860000,58,101034.4827586207,3100000,1.8903225806451613,-0.8903225806451613
2025-07,user_0066,3340000,61,54754.098360655735,1950000,1.7128205128205127,-0.7128205128205128
2025-07,user_0067,4893000,56,87375.0,2500000,1.9572,-0.9572
2025-07,user_0068,7043000,51,138098.03921568627,3350000,2.1023880597014926,-1.1023880597014926
2025-07,user_0069,5124000,48,106750.0,3200000,1.60125,-0.60125
2025-07,user_0070,3613000,48,75270.83333333333,2000000,1.8065,-0.8065
2025-07,user_0071,13395000,53,252735.84905660377,8300000,1.613855421686747,-0.613855421686747
2025-07,user_0072,10996000,60,183266.66666666666,6200000,1.773548387096774,-0.7735483870967742
2025-07,user_0073,8273000,67,123477.6119402985,5000000,1.6546,-0.6546
2025-07,user_0074,11176000,56,199571.42857142858,6400000,1.74625,-0.74625
2025-07,user_0075,20019000,51,392529.4117647059,10850000,1.8450691244239632,-0.8450691244239631
2025-07,user_0076,16930000,53,319433.96226415096,9800000,1.7275510204081632,-0.7275510204081632
2025-07,user_0077,21901000,44,497750.0,11950000,1.8327196652719666,-0.8327196652719665
2025-07,user_0079,12134000,52,233346.15384615384,6650000,1.8246616541353384,-0.8246616541353383
2025-07,user_0080,14495000,51,284215.6862745098,9050000,1.601657458563536,-0.6016574585635359
2025-07,user_0081,13309000,50,266180.0,7350000,1.810748299319728,-0.8107482993197279
2025-07,user_0082,18621000,75,248280.0,11400000,1.6334210526315789,-0.633421052631579
2025-07,user_0085,19116000,68,281117.64705882355,11400000,1.676842105263158,-0.6768421052631579
2025-07,user_0086,18229000,61,298836.0655737705,11250000,1.6203555555555555,-0.6203555555555555
2025-07,user_0087,12249000,55,222709.0909090909,6950000,1.7624460431654676,-0.7624460431654676
2025-07,user_0088,23057000,58,397534.4827586207,12050000,1.9134439834024897,-0.9134439834024897
2025-07,user_0089,18324000,62,295548.3870967742,11950000,1.5333891213389121,-0.5333891213389121
2025-07,user_0090,9027000,77,117233.76623376623,4650000,1.9412903225806453,-0.9412903225806452
2025-07,user_0091,9342000,58,161068.9655172414,5550000,1.6832432432432431,-0.6832432432432433
2025-07,user_0092,17315000,68,254632.35294117648,10800000,1.6032407407407407,-0.6032407407407407
2025-07,user_0094,17490000,52,336346.1538461539,10300000,1.6980582524271846,-0.6980582524271844
2025-07,user_0095,16469000,53,310735.8490566038,9600000,1.7155208333333334,-0.7155208333333334
2025-07,user_0096,25137000,68,369661.76470588235,13650000,1.8415384615384616,-0.8415384615384616
2025-07,user_0097,15446000,48,321791.6666666667,9300000,1.6608602150537635,-0.6608602150537635
2025-07,user_0098,20846000,61,341737.7049180328,12950000,1.6097297297297297,-0.6097297297297297
2025-07,user_0099,24410000,50,488200.0,13650000,1.7882783882783884,-0.7882783882783883
2025-07,user_0100,16804000,45,373422.22222222225,10950000,1.5346118721461188,-0.5346118721461187
2025-07,user_0101,8846000,43,205720.93023255814,4800000,1.8429166666666668,-0.8429166666666666
2025-07,user_0102,16052000,52,308692.3076923077,8450000,1.899644970414201,-0.8996449704142012
2025-07,user_0103,10223000,64,159734.375,6450000,1.5849612403100775,-0.5849612403100776
2025-07,user_0104,15298000,64,239031.25,8400000,1.8211904761904762,-0.8211904761904761
2025-07,user_0105,20448000,67,305194.0298507463,12050000,1.6969294605809129,-0.6969294605809129
2025-07,user_0106,14527000,47,309085.10638297873,7850000,1.8505732484076434,-0.8505732484076434
2025-07,user_0107,12781000,67,190761.19402985074,7050000,1.8129078014184397,-0.8129078014184398
2025-07,user_0108,11852000,61,194295.0819672131,7700000,1.5392207792207793,-0.5392207792207793
2025-07,user_0109,17255000,62,278306.4516129032,10000000,1.7255,-0.7255
2025-07,user_0110,14313000,64,223640.625,8250000,1.734909090909091,-0.734909090909091
2025-07,user_0111,20574000,49,419877.55102040817,11900000,1.72890756302521,-0.7289075630252101
2025-07,user_0113,17679000,48,368312.5,9600000,1.8415625,-0.8415625
2025-07,user_0114,8111000,55,147472.72727272726,4500000,1.8024444444444445,-0.8024444444444444
2025-07,user_0115,9716000,48,202416.66666666666,6000000,1.6193333333333333,-0.6193333333333333
2025-07,user_0117,10353000,44,235295.45454545456,5950000,1.74,-0.74
2025-07,user_0119,16556000,60,275933.3333333333,9700000,1.7068041237113403,-0.7068041237113402
2025-07,user_0120,16725000,74,226013.51351351352,9850000,1.6979695431472082,-0.6979695431472082
2025-07,user_0121,18839000,56,336410.71428571426,9900000,1.902929292929293,-0.9029292929292929
2025-07,user_0122,15906000,50,318120.0,8950000,1.7772067039106145,-0.7772067039106145
2025-07,user_0123,14676000,62,236709.67741935485,9250000,1.5865945945945945,-0.5865945945945946
2025-07,user_0124,13890000,68,204264.70588235295,7650000,1.815686274509804,-0.8156862745098039
2025-07,user_0125,15379000,54,284796.2962962963,9550000,1.6103664921465968,-0.6103664921465969
2025-07,user_0126,19599000,55,356345.45454545453,10000000,1.9599,-0.9599
2025-07,user_0127,23417000,65,360261.53846153844,13700000,1.7092700729927008,-0.7092700729927007
2025-07,user_0128,22031000,69,319289.85507246375,13750000,1.6022545454545454,-0.6022545454545455
2025-07,user_0129,11474000,60,191233.33333333334,6550000,1.7517557251908398,-0.7517557251908397
2025-07,user_0130,27564000,61,451868.8524590164,13500000,2.041777777777778,-1.0417777777777777
2025-07,user_0131,19336000,66,292969.69696969696,11000000,1.7578181818181817,-0.7578181818181818
2025-07,user_0132,22915000,47,487553.1914893617,12200000,1.8782786885245901,-0.8782786885245901
2025-07,user_0133,13022000,58,224517.24137931035,7850000,1.6588535031847134,-0.6588535031847134
2025-07,user_0134,17127000,64,267609.375,9650000,1.774818652849741,-0.7748186528497409
2025-07,user_0136,12665000,70,180928.57142857142,6600000,1.918939393939394,-0.918939393939394
2025-07,user_0137,8178000,47,174000.0,4700000,1.74,-0.74
2025-07,user_0138,11830000,52,227500.0,5800000,2.0396551724137932,-1.039655172413793
2025-07,user_0139,13802000,52,265423.07692307694,7900000,1.7470886075949368,-0.7470886075949367
2025-07,user_0140,19313000,68,284014.70588235295,11250000,1.716711111111111,-0.7167111111111111
2025-07,user_0141,36968000,75,492906.6666666667,17750000,2.0827042253521126,-1.0827042253521126
2025-07,user_0142,6805000,66,103106.06060606061,5700000,1.193859649122807,-0.193859649122807
2025-07,user_0145,17726000,55,322290.9090909091,10750000,1.6489302325581396,-0.6489302325581395
2025-07,user_0146,24596000,62,396709.67741935485,15400000,1.5971428571428572,-0.5971428571428572
2025-07,user_0147,13529000,78,173448.71794871794,6300000,2.1474603174603173,-1.1474603174603175
2025-07,user_0148,11314000,55,205709.0909090909,6300000,1.7958730158730158,-0.7958730158730158
2025-07,user_0149,9253000,61,151688.52459016393,4800000,1.9277083333333334,-0.9277083333333334
2025-07,user_0150,14369000,52,276326.92307692306,6950000,2.067482014388489,-1.067482014388489
2025-07,user_0151,10701000,64,167203.125,7100000,1.5071830985915493,-0.5071830985915493
2025-07,user_0152,10864000,66,164606.0606060606,7000000,1.552,-0.552
2025-07,user_0155,7174000,49,146408.16326530612,3050000,2.3521311475409834,-1.3521311475409836
2025-07,user_0156,10188000,61,167016.39344262294,11750000,0.8670638297872341,0.13293617021276596
2025-07,user_0157,12865000,65,197923.07692307694,5900000,2.1805084745762713,-1.1805084745762713
2025-07,user_0158,10197000,66,154500.0,5050000,2.0192079207920792,-1.0192079207920792
2025-07,user_0159,21784000,47,463489.3617021277,15900000,1.370062893081761,-0.370062893081761
2025-07,user_0160,24734000,64,386468.75,16850000,1.467893175074184,-0.467893175074184
2025-07,user_0161,21313000,45,473622.22222222225,14700000,1.4498639455782314,-0.4498639455782313
2025-07,user_0162,9355000,52,179903.84615384616,4250000,2.2011764705882353,-1.2011764705882353
2025-07,user_0163,29643000,57,520052.63157894736,14000000,2.1173571428571427,-1.117357142857143
2025-07,user_0164,20005000,64,312578.125,15750000,1.2701587301587303,-0.27015873015873015
2025-07,user_0166,17382000,61,284950.81967213115,14800000,1.1744594594594595,-0.17445945945945945
2025-07,user_0167,20425000,66,309469.69696969696,15650000,1.305111821086262,-0.305111821086262
2025-07,user_0168,25648000,43,596465.1162790698,15850000,1.6181703470031545,-0.6181703470031545
2025-07,user_0171,17255000,61,282868.8524590164,10900000,1.5830275229357798,-0.5830275229357799
2025-07,user_0172,14592000,55,265309.0909090909,7950000,1.8354716981132075,-0.8354716981132075
2025-07,user_0173,9239000,58,159293.10344827586,8150000,1.1336196319018406,-0.13361963190184048
2025-07,user_0174,12889000,70,184128.57142857142,10600000,1.215943396226415,-0.2159433962264151
2025-07,user_0175,7857000,55,142854.54545454544,6650000,1.1815037593984963,-0.18150375939849625
2025-08,user_0003,13296000,68,195529.41176470587,9000000,1.4773333333333334,-0.47733333333333333
2025-08,user_0005,5680000,52,109230.76923076923,2250000,2.5244444444444443,-1.5244444444444445
2025-08,user_0008,3418000,53,64490.56603773585,2050000,1.6673170731707316,-0.6673170731707317
2025-08,user_0009,5442000,46,118304.34782608696,2300000,2.3660869565217393,-1.366086956521739
2025-08,user_0010,3697000,54,68462.96296296296,2250000,1.6431111111111112,-0.6431111111111111
2025-08,user_0011,2928000,56,52285.71428571428,1500000,1.952,-0.952
2025-08,user_0013,1599000,62,25790.322580645163,900000,1.7766666666666666,-0.7766666666666666
2025-08,user_0014,2964000,50,59280.0,1650000,1.7963636363636364,-0.7963636363636364
2025-08,user_0015,3779000,64,59046.875,2250000,1.6795555555555555,-0.6795555555555556
2025-08,user_0016,2216000,65,34092.307692307695,1100000,2.0145454545454546,-1.0145454545454546
2025-08,user_0017,3000000,59,50847.457627118645,1700000,1.7647058823529411,-0.7647058823529411
2025-08,user_0018,2768000,71,38985.91549295775,1450000,1.9089655172413793,-0.9089655172413793
2025-08,user_0019,4348000,56,77642.85714285714,2450000,1.7746938775510204,-0.7746938775510204
2025-08,user_0020,7384000,42,175809.52380952382,3250000,2.272,-1.272
2025-08,user_0021,5839000,65,89830.76923076923,3350000,1.7429850746268656,-0.7429850746268657
2025-08,user_0022,4629000,54,85722.22222222222,2650000,1.7467924528301886,-0.7467924528301887
2025-08,user_0023,2581000,64,40328.125,1250000,2.0648,-1.0648
2025-08,user_0024,3936000,58,67862.06896551725,2050000,1.92,-0.92
2025-08,user_0025,5821000,47,123851.06382978724,2700000,2.155925925925926,-1.155925925925926
2025-08,user_0026,3286000,44,74681.81818181818,2050000,1.6029268292682928,-0.6029268292682927
2025-08,user_0027,4012000,51,78666.66666666667,1800000,2.2288888888888887,-1.228888888888889
2025-08,user_0028,6026000,54,111592.5925925926,3350000,1.7988059701492538,-0.7988059701492537
2025-08,user_0029,2542000,58,43827.58620689655,1100000,2.310909090909091,-1.3109090909090908
2025-08,user_0030,5340000,56,95357.14285714286,2050000,2.604878048780488,-1.604878048780488
2025-08,user_0031,6903000,52,132750.0,3500000,1.9722857142857142,-0.9722857142857143
2025-08,user_0032,4319000,65,66446.15384615384,2150000,2.0088372093023255,-1.0088372093023257
2025-08,user_0033,5663000,43,131697.67441860464,3000000,1.8876666666666666,-0.8876666666666667
2025-08,user_0034,2137000,71,30098.591549295776,1050000,2.0352380952380953,-1.0352380952380953
2025-08,user_0035,4276000,53,80679.24528301887,2350000,1.8195744680851065,-0.8195744680851064
